Date,Temperature (°C)
2020-01-01,18.952341356109795
2020-01-02,18.744999794208848
2020-01-03,18.964000891199593
2020-01-04,19.209886776441472
2020-01-05,18.666088494854993
2020-01-06,18.64952823771603
2020-01-07,19.177051025378727
2020-01-08,18.917123377810046
2020-01-09,18.529749201994985
2020-01-10,18.817155700405056
2020-01-11,18.499260961426494
2020-01-12,18.48257310872496
2020-01-13,18.678998404813342
2020-01-14,18.01665996778704
2020-01-15,18.057524310276538
2020-01-16,18.39079495687721
2020-01-17,18.240243970391212
2020-01-18,18.623114692104718
2020-01-19,18.24132007023495
2020-01-20,18.075067076153637
2020-01-21,18.923632239660613
2020-01-22,18.401537061692103
2020-01-23,18.475018022865726
2020-01-24,18.012986281725784
2020-01-25,18.26291291473812
2020-01-26,18.445491524620486
2020-01-27,18.05307786354839
2020-01-28,18.497424805540373
2020-01-29,18.191045578428525
2020-01-30,18.270437161825452
2020-01-31,18.164331659122094
2020-02-01,18.88761959113915
2020-02-02,18.315177423101602
2020-02-03,17.98940549442625
2020-02-04,18.54117986352378
2020-02-05,17.91606999133273
2020-02-06,18.33310152441494
2020-02-07,17.670876951987474
2020-02-08,17.848877357798465
2020-02-09,18.295169757970196
2020-02-10,18.446655932631582
2020-02-11,18.26576062927828
2020-02-12,18.169122651500913
2020-02-13,18.10318894500227
2020-02-14,17.739905351443856
2020-02-15,17.95769253875768
2020-02-16,18.025882889293428
2020-02-17,18.471887610512614
2020-02-18,18.24876331712071
2020-02-19,17.607945825341268
2020-02-20,18.225518872109117
2020-02-21,18.00446311190157
2020-02-22,17.90886607727872
2020-02-23,18.28766359591735
2020-02-24,18.4059440544241
2020-02-25,18.368779405640645
2020-02-26,17.830651116973815
2020-02-27,17.982945565051544
2020-02-28,18.16865509838309
2020-02-29,18.355782191841275
2020-03-01,17.913486585255992
2020-03-02,17.99594072698868
2020-03-03,17.714418511167747
2020-03-04,17.682420195788502
2020-03-05,18.28028719815411
2020-03-06,18.438934225547186
2020-03-07,18.006278766896838
2020-03-08,18.32504931873524
2020-03-09,18.1288771158688
2020-03-10,17.82353752163848
2020-03-11,18.12247053168869
2020-03-12,18.47273337970745
2020-03-13,17.99813812427356
2020-03-14,18.476136247476788
2020-03-15,17.218971157672378
2020-03-16,18.249911849558398
2020-03-17,18.02819695960606
2020-03-18,17.911418079275208
2020-03-19,18.027981952273294
2020-03-20,17.403812666964996
2020-03-21,17.934107693912555
2020-03-22,18.107365269473632
2020-03-23,18.44411820218277
2020-03-24,17.846083513362345
2020-03-25,17.760126946023888
2020-03-26,17.85355389077746
2020-03-27,18.28040272841667
2020-03-28,18.106403123479975
2020-03-29,17.851139443782536
2020-03-30,18.166630787540022
2020-03-31,18.04464944805232
2020-04-01,18.30928702688826
2020-04-02,17.811535730331137
2020-04-03,17.92760090084825
2020-04-04,17.912303632208843
2020-04-05,17.59520557790551
2020-04-06,18.12770629924707
2020-04-07,18.12208175506206
2020-04-08,18.050477520697584
2020-04-09,17.984027472560314
2020-04-10,17.63553271944298
2020-04-11,17.939969174347468
2020-04-12,17.969643961462772
2020-04-13,17.83834553151688
2020-04-14,18.037486298314864
2020-04-15,18.214201444241727
2020-04-16,18.666224900710915
2020-04-17,18.160391997390004
2020-04-18,18.193197607273465
2020-04-19,18.101774520125904
2020-04-20,17.55691228068069
2020-04-21,18.133281879089434
2020-04-22,18.168251971454783
2020-04-23,18.898354228111106
