Date,pH
2020-01-01,7.571431482653115
2020-01-02,7.551150302028668
2020-01-03,7.559316219158238
2020-01-04,7.5693006159117395
2020-01-05,7.52666746077793
2020-01-06,7.519213457021369
2020-01-07,7.548063487637077
2020-01-08,7.524450526161936
2020-01-09,7.492376695280263
2020-01-10,7.505325660169889
2020-01-11,7.477960467315356
2020-01-12,7.47071682058681
2020-01-13,7.477723620935911
2020-01-14,7.427524213639814
2020-01-15,7.4242514903634405
2020-01-16,7.440520796457458
2020-01-17,7.424585365514505
2020-01-18,7.444263168198667
2020-01-19,7.413016800290666
2020-01-20,7.3961951099226955
2020-01-21,7.447084899421298
2020-01-22,7.4066559523174
2020-01-23,7.405992366750466
2020-01-24,7.369689868191151
2020-01-25,7.3809148249525505
2020-01-26,7.387715088262585
2020-01-27,7.356249300000338
2020-01-28,7.380635890383416
2020-01-29,7.355043959633499
2020-01-30,7.35524150404768
2020-01-31,7.343145507011324
2020-02-01,7.386416824794089
2020-02-02,7.3433820212405845
2020-02-03,7.3168692293217426
2020-02-04,7.348938273693833
2020-02-05,7.302628515846396
2020-02-06,7.325876372561176
2020-02-07,7.277256692640536
2020-02-08,7.284736206632628
2020-02-09,7.310187348961638
2020-02-10,7.31607151298474
2020-02-11,7.2998849308383775
2020-02-12,7.2894047456500575
2020-02-13,7.281061950243789
2020-02-14,7.252987437041989
2020-02-15,7.2637437264063465
2020-02-16,7.264620758842417
2020-02-17,7.2907803687155
2020-02-18,7.272427389403947
2020-02-19,7.2263252392702855
2020-02-20,7.264213835968701
2020-02-21,7.246292862603583
2020-02-22,7.236835764810609
2020-02-23,7.2591058449461086
2020-02-24,7.2641098794038115
2020-02-25,7.258853518839927
2020-02-26,7.220303017808821
2020-02-27,7.227884927496084
2020-02-28,7.237799499660981
2020-02-29,7.247914296709503
2020-03-01,7.217461874991121
2020-03-02,7.220685973910973
2020-03-03,7.2
2020-03-04,7.2
2020-03-05,7.233510682251324
2020-03-06,7.242274198092547
2020-03-07,7.211733949661163
2020-03-08,7.231405672784047
2020-03-09,7.216865251198459
2020-03-10,7.2
2020-03-11,7.2138674112522585
2020-03-12,7.236110569944539
2020-03-13,7.2034820839808935
2020-03-14,7.234479011837427
2020-03-15,7.2
2020-03-16,7.218016719008659
2020-03-17,7.202725082855866
2020-03-18,7.2
2020-03-19,7.202049597905934
2020-03-20,7.2
2020-03-21,7.2
2020-03-22,7.207251634244736
2020-03-23,7.22991225058408
2020-03-24,7.2
2020-03-25,7.2
2020-03-26,7.2
2020-03-27,7.221040081346649
2020-03-28,7.2102500282432205
2020-03-29,7.2
2020-03-30,7.216242737131109
2020-03-31,7.209277672571597
2020-04-01,7.228205592607322
2020-04-02,7.2
2020-04-03,7.205684291999076
2020-04-04,7.20630263386252
2020-04-05,7.2
2020-04-06,7.22428858266163
2020-04-07,7.225900149878922
2020-04-08,7.223228065183389
2020-04-09,7.2210139642731725
2020-04-10,7.200110597781446
2020-04-11,7.2228490029258605
2020-04-12,7.227382264178295
2020-04-13,7.221295521169457
2020-04-14,7.23734881134911
2020-04-15,7.252016990587045
2020-04-16,7.285148132113526
2020-04-17,7.2545303700545
2020-04-18,7.259929109366216
2020-04-19,7.257152251004022
2020-04-20,7.224251448084285
2020-04-21,7.2662037522056995
2020-04-22,7.272166028452063
2020-04-23,7.3245726455874145
2020-04-24,7.275924659746534
2020-04-25,7.290383275411282
2020-04-26,7.288353559224917
2020-04-27,7.270483325085075
2020-04-28,7.321634633472724
2020-04-29,7.318848871022794
2020-04-30,7.3247721332382
2020-05-01,7.296012756397984
2020-05-02,7.3476115747821
2020-05-03,7.2969784353936715
2020-05-04,7.342315333781187
2020-05-05,7.380051358488061
2020-05-06,7.3221952139654825
2020-05-07,7.336541612894762
2020-05-08,7.355818417403186
2020-05-09,7.3498081297982
2020-05-10,7.335009263789649
2020-05-11,7.373629497325512
2020-05-12,7.357336837087168
2020-05-13,7.394466527483306
2020-05-14,7.373103155726363
2020-05-15,7.4290705588934305
2020-05-16,7.3890683543057225
2020-05-17,7.405033084204186
2020-05-18,7.434562900795547
2020-05-19,7.400568839191099
2020-05-20,7.436702177721963
2020-05-21,7.46533390763506
2020-05-22,7.414148595854066
2020-05-23,7.457165174169049
2020-05-24,7.465909291912625
2020-05-25,7.483649989955468
2020-05-26,7.450637008548119
2020-05-27,7.456387792838492
2020-05-28,7.500712871862233
2020-05-29,7.5037448469488215
2020-05-30,7.510397889278582
2020-05-31,7.5199493941317215
2020-06-01,7.507099590418788
2020-06-02,7.533069795293124
2020-06-03,7.542053499929885
2020-06-04,7.529712742204607
2020-06-05,7.589161058280497
2020-06-06,7.569203776480424
2020-06-07,7.543816015161479
2020-06-08,7.588719195984754
2020-06-09,7.564069246194521
2020-06-10,7.607305681449101
2020-06-11,7.622760993816275
2020-06-12,7.591222133809448
2020-06-13,7.634969221369943
2020-06-14,7.632040066494817
2020-06-15,7.648322835796447
2020-06-16,7.677926712988983
2020-06-17,7.643201944916956
2020-06-18,7.6411610652211035
2020-06-19,7.646576400623857
2020-06-20,7.656183794300691
2020-06-21,7.67909127659535
2020-06-22,7.695587250988081
2020-06-23,7.702424108749588
2020-06-24,7.721552811644817
2020-06-25,7.713378405241001
2020-06-26,7.750286233587059
2020-06-27,7.724005164550185
2020-06-28,7.79176760315531
2020-06-29,7.757924264719173
2020-06-30,7.736292859497422
2020-07-01,7.686549068496765
2020-07-02,7.724831621998699
2020-07-03,7.717902191102763
2020-07-04,7.743812617349385
2020-07-05,7.746128286153641
2020-07-06,7.742305534092693
2020-07-07,7.733890365695092
2020-07-08,7.727556879046847
2020-07-09,7.755912481332145
2020-07-10,7.788919015462953
2020-07-11,7.782978417113003
2020-07-12,7.7606424665115235
2020-07-13,7.7958347246861655
2020-07-14,7.80684246298013
2020-07-15,7.788173116392743
2020-07-16,7.81558606793422
2020-07-17,7.820282217962946
2020-07-18,7.8028083348543555
2020-07-19,7.839314463856465
2020-07-20,7.849804738220755
2020-07-21,7.86661785336028
2020-07-22,7.87233621318947
2020-07-23,7.829943823473481
2020-07-24,7.844909595580855
2020-07-25,7.880065706158626
2020-07-26,7.886067835919744
2020-07-27,7.892046612401847
2020-07-28,7.964678491787311
2020-07-29,7.904842795172334
2020-07-30,7.921858621434162
2020-07-31,7.923869172612318
2020-08-01,7.92337662432469
2020-08-02,7.909519262158277
2020-08-03,7.936394442397983
2020-08-04,7.911061930523827
2020-08-05,7.926996833890658
2020-08-06,7.92715055541492
2020-08-07,7.943528260104831
2020-08-08,7.993123738823748
2020-08-09,7.91433042927275
2020-08-10,7.970150042300373
2020-08-11,7.928822158908964
2020-08-12,7.956190630947733
2020-08-13,7.991860877134021
2020-08-14,7.975718548107555
2020-08-15,7.957126330978196
2020-08-16,7.968519368586183
2020-08-17,8.000456323387432
2020-08-18,7.976189473993675
2020-08-19,7.998950763954546
2020-08-20,7.999249028444979
2020-08-21,7.988911696997047
2020-08-22,8.048317742287294
2020-08-23,8.021500406057816
2020-08-24,7.9715893450431805
2020-08-25,8.018977491268515
2020-08-26,8.005053985653863
2020-08-27,8.038263892194784
2020-08-28,8.008173654961453
2020-08-29,8.024420686492462
2020-08-30,8.039388210349768
2020-08-31,8.049057559508507
2020-09-01,8.010070732575063
2020-09-02,8.02960036365122
2020-09-03,8.02888407638219
2020-09-04,8.027287238695976
2020-09-05,8.077511411397142
2020-09-06,8.05202757880543
2020-09-07,8.020312486906967
2020-09-08,8.065365754982208
2020-09-09,8.090805680601772
2020-09-10,8.070241191834452
2020-09-11,8.020308742330762
2020-09-12,8.041990313068842
2020-09-13,8.077866378180897
2020-09-14,8.039101981540542
2020-09-15,8.062732814566662
2020-09-16,8.06982382361259
2020-09-17,8.036140770373402
2020-09-18,8.053710527475166
2020-09-19,7.9901706944358395
2020-09-20,8.034476618748215
2020-09-21,8.049754671965982
2020-09-22,8.029565414773305
2020-09-23,8.086757812348589
2020-09-24,8.024968852940694
2020-09-25,8.04410663076161
2020-09-26,8.054732114607543
2020-09-27,8.080026728138524
2020-09-28,8.021442426800736
2020-09-29,8.072256109152637
2020-09-30,8.047905762191835
2020-10-01,8.071195988219511
2020-10-02,8.098446817269831
2020-10-03,8.091434382394548
2020-10-04,8.073567664817652
2020-10-05,8.084957788553668
2020-10-06,8.073716745707047
2020-10-07,8.081426795388726
2020-10-08,8.090005324495898
2020-10-09,8.1
2020-10-10,8.046840295856407
