Date,Nitrate (mg/L)
2020-01-01,0.16658306955047725
2020-01-02,0.15059813546581607
2020-01-03,0.16304416506704447
2020-01-04,0.1772912719343781
2020-01-05,0.1389021614235719
2020-01-06,0.1356722791971693
2020-01-07,0.16872525655181714
2020-01-08,0.14929282160057192
2020-01-09,0.12137585824751751
2020-01-10,0.13845679990092624
2020-01-11,0.11519746865144607
2020-01-12,0.11203235171382171
2020-01-13,0.12308914148330967
2020-01-14,0.0769099831377979
2020-01-15,0.0776265770556763
2020-01-16,0.09785308646683404
2020-01-17,0.08584157235916207
2020-01-18,0.10940884265550205
2020-01-19,0.08201634060338124
2020-01-20,0.06901177235136789
2020-01-21,0.12368080913033978
2020-01-22,0.08699211459869229
2020-01-23,0.09002867857833154
2020-01-24,0.05738513010574645
2020-01-25,0.07222675326815306
2020-01-26,0.08260032759716504
2020-01-27,0.05466343612269405
2020-01-28,0.08253346337406456
2020-01-29,0.0603784773554362
2020-01-30,0.06396545592300455
2020-01-31,0.05521037809964044
2020-02-01,0.10177311016853974
2020-02-02,0.06197924065722318
2020-02-03,0.03865594217792135
2020-02-04,0.07386209427116408
2020-02-05,0.030636128833766974
2020-02-06,0.05691354885323005
2020-02-07,0.011268305406928296
2020-02-08,0.021666247653289724
2020-02-09,0.04997894522322663
2020-02-10,0.05866694353333528
2020-02-11,0.04522564388345005
2020-02-12,0.0374313759146251
2020-02-13,0.031714336555629996
2020-02-14,0.006204640160697817
2020-02-15,0.019464047080943462
2020-02-16,0.02278175609417001
2020-02-17,0.05131887834053096
2020-02-18,0.03527954269015297
2020-02-19,0.0
2020-02-20,0.03149894723957815
2020-02-21,0.0156959746168342
2020-02-22,0.008290382081129649
2020-02-23,0.03254486408351011
2020-02-24,0.03946560899660555
2020-02-25,0.03605769951395181
2020-02-26,0.0
2020-02-27,0.008579061655322521
2020-02-28,0.020134102075665287
2020-02-29,0.03181904001483804
2020-03-01,0.0
2020-03-02,0.0043424139848249
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.021949110871876745
2020-03-06,0.03212650641966245
2020-03-07,0.0029093588942597616
2020-03-08,0.02381301205919103
2020-03-09,0.010412984604256234
2020-03-10,0.0
2020-03-11,0.009420000715810737
2020-03-12,0.03252702725307427
2020-03-13,0.0006696852348220365
2020-03-14,0.03234480463056349
2020-03-15,0.0
2020-03-16,0.016959261413853934
2020-03-17,0.0020658642697622457
2020-03-18,0.0
2020-03-19,0.0019059957434823087
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.007178365121371953
2020-03-23,0.029674879141439698
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.01921004887858498
2020-03-28,0.007788357523996255
2020-03-29,0.0
2020-03-30,0.012238835648805249
2020-03-31,0.0043636355736344215
2020-04-01,0.02228909044828673
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.011986159257212605
2020-04-07,0.01204847249526051
2020-04-08,0.007737452590805268
2020-04-09,0.003795220893862819
2020-04-10,0.0
2020-04-11,0.0019084858483164914
2020-04-12,0.004449207031109936
2020-04-13,0.0
2020-04-14,0.010170319609767761
2020-04-15,0.022586862339079562
2020-04-16,0.053381302358460656
2020-04-17,0.02034246620894721
2020-04-18,0.023236476263290572
2020-04-19,0.017871975682174773
2020-04-20,0.0
2020-04-21,0.02150254499999042
2020-04-22,0.02463313792052619
2020-04-23,0.07412837097072712
2020-04-24,0.022490162991311527
2020-04-25,0.03388060453149564
2020-04-26,0.028705671400746802
2020-04-27,0.007614109492359817
2020-04-28,0.05546893383624317
2020-04-29,0.04931250788669451
2020-04-30,0.05179192594696665
2020-05-01,0.019516544781449482
2020-05-02,0.06752824053805938
2020-05-03,0.01323792316177265
2020-05-04,0.054848671901843074
2020-05-05,0.08879067944024274
2020-05-06,0.027073774477329306
2020-05-07,0.037493813721052524
2020-05-08,0.052779822763813336
2020-05-09,0.0427154864718806
2020-05-10,0.023800519857220256
2020-05-11,0.058243820557252864
2020-05-12,0.037714632968702574
2020-05-13,0.07054945687474397
2020-05-14,0.04483415214944486
2020-05-15,0.09639384544155787
2020-05-16,0.051929460171860925
2020-05-17,0.06337886082173784
2020-05-18,0.08834153758741865
2020-05-19,0.049729878922295065
2020-05-20,0.0811965314511543
2020-05-21,0.10511386926069213
2020-05-22,0.049167856250712454
2020-05-23,0.08737883490980135
2020-05-24,0.09127387857346442
2020-05-25,0.10412346499767895
2020-05-26,0.06617878377491694
2020-05-27,0.0669587414221827
2020-05-28,0.10627533993833527
2020-05-29,0.10426266477371875
2020-05-30,0.10583638194740357
2020-05-31,0.11027539185325785
2020-06-01,0.09228143834442133
2020-06-02,0.11307736289683896
2020-06-03,0.11685818993659863
2020-06-04,0.0992874990641522
2020-06-05,0.15348037618476998
2020-06-06,0.12824370692130754
2020-06-07,0.09755417402729724
2020-06-08,0.137134770193172
2020-06-09,0.1071429998599075
2020-06-10,0.14501996158253855
2020-06-11,0.15509973555652024
2020-06-12,0.11817086518329648
2020-06-13,0.15651506758058742
2020-06-14,0.14817175373693015
2020-06-15,0.15903069459684815
2020-06-16,0.18320268107191706
2020-06-17,0.14303956959311503
2020-06-18,0.1355555052997019
2020-06-19,0.13552442784717933
2020-06-20,0.13968379430069125
2020-06-21,0.15714324937202814
2020-06-22,0.16819281090948124
2020-06-23,0.169586484073428
2020-06-24,0.1832768435618824
2020-06-25,0.1696705464405998
2020-06-26,0.2011545463449462
2020-06-27,0.16945931833953995
2020-06-28,0.23181887178146168
2020-06-29,0.19258552297892798
2020-06-30,0.16557857936398487
2020-07-01,0.2566272001420969
2020-07-02,0.29164390127412054
2020-07-03,0.2814603783364577
2020-07-04,0.30412943712723417
2020-07-05,0.30321742354865866
2020-07-06,0.29618163060984326
2020-07-07,0.2845690149326944
2020-07-08,0.2750546220758544
2020-07-09,0.3002468017946729
2020-07-10,0.330108334391492
2020-07-11,0.321042087471875
2020-07-12,0.2956007674621777
2020-07-13,0.3277088555780277
2020-07-14,0.3356545370687744
2020-07-15,0.31394615428725947
2020-07-16,0.33834399077571153
2020-07-17,0.3400498403361761
2020-07-18,0.31961135743465463
2020-07-19,0.3531794657940602
2020-07-20,0.3607591692647994
2020-07-21,0.37469002572489796
2020-07-22,0.3775552931642368
2020-07-23,0.3323398227808203
2020-07-24,0.3445133624829206
2020-07-25,0.3769089163162947
2020-07-26,0.3801829830064336
2020-07-27,0.3834669984749396
2020-07-28,0.39
2020-07-29,0.39
2020-07-30,0.39
2020-07-31,0.39
2020-08-01,0.39
2020-08-02,0.38551442191410235
2020-08-03,0.39
2020-08-04,0.38221674423933394
2020-08-05,0.39
2020-08-06,0.39
2020-08-07,0.39
2020-08-08,0.39
2020-08-09,0.3740982553321486
2020-08-10,0.39
2020-08-11,0.38433491172676837
2020-08-12,0.39
2020-08-13,0.39
2020-08-14,0.39
2020-08-15,0.39
2020-08-16,0.39
2020-08-17,0.39
2020-08-18,0.39
2020-08-19,0.39
2020-08-20,0.39
2020-08-21,0.39
2020-08-22,0.39
2020-08-23,0.39
2020-08-24,0.39
2020-08-25,0.39
2020-08-26,0.39
2020-08-27,0.39
2020-08-28,0.39
2020-08-29,0.39
2020-08-30,0.39
2020-08-31,0.39
2020-09-01,0.39
2020-09-02,0.39
2020-09-03,0.39
2020-09-04,0.39
2020-09-05,0.39
2020-09-06,0.39
2020-09-07,0.39
2020-09-08,0.39
2020-09-09,0.39
2020-09-10,0.39
2020-09-11,0.39
2020-09-12,0.39
2020-09-13,0.39
2020-09-14,0.39
2020-09-15,0.39
2020-09-16,0.39
2020-09-17,0.39
2020-09-18,0.39
2020-09-19,0.39
2020-09-20,0.39
2020-09-21,0.39
2020-09-22,0.39
2020-09-23,0.39
2020-09-24,0.39
2020-09-25,0.39
2020-09-26,0.39
2020-09-27,0.39
2020-09-28,0.39
2020-09-29,0.39
2020-09-30,0.39
2020-10-01,0.36639449684991154
2020-10-02,0.39
2020-10-03,0.38854424225413636
2020-10-04,0.3717435301465167
2020-10-05,0.38427279866980946
2020-10-06,0.3742437023752876
2020-10-07,0.3832381412479619
2020-10-08,0.39
2020-10-09,0.39
2020-10-10,0.3529355525510722
2020-10-11,0.39
2020-10-12,0.3361949348372032
2020-10-13,0.3708931051808701
2020-10-14,0.3843342469980637
2020-10-15,0.37677421880801415
2020-10-16,0.3572346712968954
2020-10-17,0.36400873290560565
2020-10-18,0.3567423610816628
2020-10-19,0.3531954370094335
2020-10-20,0.3803047569101532
2020-10-21,0.36873313282051723
2020-10-22,0.3459653742786343
2020-10-23,0.3759974659952993
2020-10-24,0.3622850591686945
2020-10-25,0.37048216240873283
2020-10-26,0.3648561663710565
2020-10-27,0.3336757582191686
2020-10-28,0.33699810093641
2020-10-29,0.3610482601690382
2020-10-30,0.3561656848028252
2020-10-31,0.3413519994894587
2020-11-01,0.34188483978165185
2020-11-02,0.3628170209626336
2020-11-03,0.32311557039009603
2020-11-04,0.3435307515943005
2020-11-05,0.32614598619428276
2020-11-06,0.32339719078347373
2020-11-07,0.34724799056138284
2020-11-08,0.3392638166355323
2020-11-09,0.3364708618011427
2020-11-10,0.3437183249892743
2020-11-11,0.31540057382550407
2020-11-12,0.32595575175475916
2020-11-13,0.3034127890651632
2020-11-14,0.3133689192911121
2020-11-15,0.3015170450826308
2020-11-16,0.30326180481528137
2020-11-17,0.31039549990031523
2020-11-18,0.27926775258342185
2020-11-19,0.3345898991356355
2020-11-20,0.2697028302562005
2020-11-21,0.26259233174064883
2020-11-22,0.30706402270415084
2020-11-23,0.29673441682760526
2020-11-24,0.29035746263510614
2020-11-25,0.2873913221543318
2020-11-26,0.27150516849107276
2020-11-27,0.2507079657850565
2020-11-28,0.26705026865617926
2020-11-29,0.2488511667405508
2020-11-30,0.27873704870213845
2020-12-01,0.2531147253524435
2020-12-02,0.23634905582248047
2020-12-03,0.24321726483078723
2020-12-04,0.25467340016747386
2020-12-05,0.23189483413770295
2020-12-06,0.2234651977836408
2020-12-07,0.2415103227405985
2020-12-08,0.2382505449319219
2020-12-09,0.21991562070906207
2020-12-10,0.2173266014106444
2020-12-11,0.2280718421465284
2020-12-12,0.1911442077733069
2020-12-13,0.18862423090119948
2020-12-14,0.19906578178930512
2020-12-15,0.20582142041628837
2020-12-16,0.21295974039828977
2020-12-17,0.23289645977487455
2020-12-18,0.21718778830833135
2020-12-19,0.19347959379402574
2020-12-20,0.19294131144865206
2020-12-21,0.16991481686295298
2020-12-22,0.1862404018442688
2020-12-23,0.17748523813526765
2020-12-24,0.18636400775623646
2020-12-25,0.16002071491459968
2020-12-26,0.18361342389609303
2020-12-27,0.20054888365679832
2020-12-28,0.16439395363148734
2020-12-29,0.17128686691896816
2020-12-30,0.17374839561773764
2020-12-31,0.1486243770525359
2021-01-01,0.16596455521025477
2021-01-02,0.15822372759002193
2021-01-03,0.1566052337642875
2021-01-04,0.13531159350298153
2021-01-05,0.14839769537531403
2021-01-06,0.15482443368589377
2021-01-07,0.17114878856949725
2021-01-08,0.15772342984539442
2021-01-09,0.1790438649699411
2021-01-10,0.11562640720458935
2021-01-11,0.14616960229937215
2021-01-12,0.12876420050699372
2021-01-13,0.1669073333578327
2021-01-14,0.10197991099356635
2021-01-15,0.09819041176819109
2021-01-16,0.10002431366705625
2021-01-17,0.06552888868804405
2021-01-18,0.09538705943708078
2021-01-19,0.08754399394921346
2021-01-20,0.10327369377082582
2021-01-21,0.10423904186547545
2021-01-22,0.13290198911452297
2021-01-23,0.1109171889857429
2021-01-24,0.07657228133827056
2021-01-25,0.06710049776164023
2021-01-26,0.09292686701009079
2021-01-27,0.052817002836649085
2021-01-28,0.11499813867396534
2021-01-29,0.09885945517528517
2021-01-30,0.06222829241307927
2021-01-31,0.03397127435528315
2021-02-01,0.09455914378051931
2021-02-02,0.061757139894337384
2021-02-03,0.08710348160640385
2021-02-04,0.026288322138809345
2021-02-05,0.04435746641533532
2021-02-06,0.05442638547592357
2021-02-07,0.05294335935261321
2021-02-08,0.04040551897772367
2021-02-09,0.06025368072737796
2021-02-10,0.023221559446148433
2021-02-11,0.04011920921600152
2021-02-12,0.04341476182252673
2021-02-13,0.04946594276304847
2021-02-14,0.051507598855718886
2021-02-15,0.011709132094442657
2021-02-16,0.0013516155416129125
2021-02-17,0.05740186936174652
2021-02-18,0.03610506085252684
2021-02-19,0.01206908092811029
2021-02-20,0.05772151658299669
2021-02-21,0.026482446298348235
2021-02-22,0.04677720874158111
2021-02-23,0.022311559172941777
2021-02-24,0.06186239435565606
2021-02-25,0.05411508139990669
2021-02-26,0.01142466724730186
2021-02-27,0.035220570037176935
2021-02-28,0.027208843012475867
2021-03-01,0.03833571536241645
2021-03-02,0.0
2021-03-03,0.02242992139961213
2021-03-04,0.029246081890521494
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,0.0
2021-03-09,0.018635995193787887
2021-03-10,0.034224227299580835
2021-03-11,0.004269714104503822
2021-03-12,0.03580733150258034
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.008698226860489646
2021-03-17,0.0
2021-03-18,0.0
2021-03-19,0.0
2021-03-20,0.0
2021-03-21,0.01380864579325551
2021-03-22,0.007553411808784045
2021-03-23,0.0
2021-03-24,0.0
2021-03-25,0.0
2021-03-26,0.0
2021-03-27,0.02033166750139678
2021-03-28,0.0
2021-03-29,0.01163309361039424
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.00028992170920993075
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.04528346677497745
2021-04-06,0.006231335988235527
2021-04-07,0.0
2021-04-08,0.01144017422433758
2021-04-09,0.005550281138063638
2021-04-10,0.004189598717822336
2021-04-11,0.022315762630790804
2021-04-12,0.026235692899706866
2021-04-13,0.0007142786417178188
2021-04-14,0.0008364777324107432
2021-04-15,0.008131849897056717
2021-04-16,0.0
2021-04-17,0.0
2021-04-18,0.04551404716023696
2021-04-19,0.05251436740042679
2021-04-20,0.014811578402561665
2021-04-21,0.03317418636099716
2021-04-22,0.029105560367840844
2021-04-23,0.08755633438753473
2021-04-24,0.04867267775820433
2021-04-25,0.024492401371038204
2021-04-26,0.00900101433899932
2021-04-27,0.0
2021-04-28,0.03610865125095777
2021-04-29,0.01801002651946439
2021-04-30,0.006003636232235704
2021-05-01,0.02373102420089283
2021-05-02,0.016555533819208053
2021-05-03,0.07541164263141235
2021-05-04,0.060674971743305495
2021-05-05,0.04424063951549048
2021-05-06,0.076817863192899
2021-05-07,0.04988482314688231
2021-05-08,0.032541906815138966
2021-05-09,0.08368675531767727
2021-05-10,0.06547009644073469
2021-05-11,0.035090931353774196
2021-05-12,0.054657761124443954
2021-05-13,0.04269179244079542
2021-05-14,0.03442426205203623
2021-05-15,0.08419857341829637
2021-05-16,0.10669099485512798
2021-05-17,0.04081186977846892
2021-05-18,0.08351186015605264
2021-05-19,0.06083009211331638
2021-05-20,0.06654279730295067
2021-05-21,0.06674343790252314
2021-05-22,0.06354193474489066
2021-05-23,0.08475659210585855
2021-05-24,0.06907917007326253
2021-05-25,0.09422991998021552
2021-05-26,0.09010671273434451
2021-05-27,0.0887230021668049
2021-05-28,0.07747309845632734
2021-05-29,0.08683011447506958
2021-05-30,0.11683371970033725
2021-05-31,0.11417021475376286
2021-06-01,0.08630918245036774
2021-06-02,0.11110463625111293
2021-06-03,0.1271638323636863
2021-06-04,0.0799368938936435
2021-06-05,0.1281749832104466
2021-06-06,0.10599978310644664
2021-06-07,0.13408439253118304
2021-06-08,0.10929851266571487
2021-06-09,0.09054323768742117
2021-06-10,0.0969083580419944
2021-06-11,0.13414716749414465
2021-06-12,0.14123594223112584
2021-06-13,0.11999312441968979
2021-06-14,0.15451997599638592
2021-06-15,0.10988630597140561
2021-06-16,0.1455059322867324
2021-06-17,0.12467789234629666
2021-06-18,0.13895792804984314
2021-06-19,0.15612554807357534
2021-06-20,0.1401896426080311
2021-06-21,0.15275815578886562
2021-06-22,0.184175473936937
2021-06-23,0.15432689204336597
2021-06-24,0.18618950563797437
2021-06-25,0.14846321273264984
2021-06-26,0.18540678992618775
2021-06-27,0.2069426943314066
2021-06-28,0.1290791519518059
2021-06-29,0.16632191084046757
2021-06-30,0.19736202712425582
2021-07-01,0.27812233865813407
2021-07-02,0.2940320065978677
2021-07-03,0.27801219171198865
2021-07-04,0.2962912726862057
2021-07-05,0.29533795901367726
2021-07-06,0.32662156165909545
2021-07-07,0.3118084245008751
2021-07-08,0.31750465081163354
2021-07-09,0.306027448064536
2021-07-10,0.30840772564520036
2021-07-11,0.313459070591089
2021-07-12,0.334388733099942
2021-07-13,0.3214587290226126
2021-07-14,0.3399419562249003
2021-07-15,0.38053989161051965
2021-07-16,0.35951717099231345
2021-07-17,0.3386114885538475
2021-07-18,0.373797242742851
2021-07-19,0.34433853360876115
2021-07-20,0.31441906472004355
2021-07-21,0.33926320509465924
2021-07-22,0.3250815573141016
2021-07-23,0.359932451915994
2021-07-24,0.37106942505546575
2021-07-25,0.4017
2021-07-26,0.3843411612008269
2021-07-27,0.3764910110143725
2021-07-28,0.4014467810636631
2021-07-29,0.34212570786958524
2021-07-30,0.39579936720625436
2021-07-31,0.4017
2021-08-01,0.3668938201375864
2021-08-02,0.4017
2021-08-03,0.4017
2021-08-04,0.3980585269298917
2021-08-05,0.4017
2021-08-06,0.4017
2021-08-07,0.4017
2021-08-08,0.4017
2021-08-09,0.4017
2021-08-10,0.4017
2021-08-11,0.4017
2021-08-12,0.4017
2021-08-13,0.4017
2021-08-14,0.4017
2021-08-15,0.4017
2021-08-16,0.4017
2021-08-17,0.4017
2021-08-18,0.4017
2021-08-19,0.4017
