Date,pH
2020-01-01,7.33167150152399
2020-01-02,7.301158312469427
2020-01-03,7.341793008873393
2020-01-04,7.38699805381686
2020-01-05,7.300677369771897
2020-01-06,7.30231671077163
2020-01-07,7.394722276576029
2020-01-08,7.355970491480645
2020-01-09,7.3
2020-01-10,7.348695915069995
2020-01-11,7.300527890748297
2020-01-12,7.302639840303639
2020-01-13,7.340348024176787
2020-01-14,7.3
2020-01-15,7.3
2020-01-16,7.307675435800969
2020-01-17,7.3
2020-01-18,7.356995557895215
2020-01-19,7.3
2020-01-20,7.3
2020-01-21,7.4234895898807265
2020-01-22,7.342071861963182
2020-01-23,7.3599785134081745
2020-01-24,7.3
2020-01-25,7.336125653439913
2020-01-26,7.372390181454262
2020-01-27,7.312877540618658
2020-01-28,7.3928781313766
2020-01-29,7.3478090640632905
2020-01-30,7.367084725755281
2020-01-31,7.3554920094630925
2020-02-01,7.48217753027047
2020-02-02,7.39295221369835
2020-02-03,7.344880951208353
2020-02-04,7.443107908212599
2020-02-05,7.345226138542544
2020-02-06,7.421071382181624
2020-02-07,7.317075508657375
2020-02-08,7.353150142910761
2020-02-09,7.433971222163114
2020-02-10,7.465687135084198
2020-02-11,7.442033422917622
2020-02-12,7.432447961503491
2020-02-13,7.4280033095182825
2020-02-14,7.374021834688524
2020-02-15,7.416905036084043
2020-02-16,7.434873026052359
2020-02-17,7.5158257159126025
2020-02-18,7.485270580223993
2020-02-19,7.3851116230793314
2020-02-20,7.494694165219569
2020-02-21,7.4645130107557165
2020-02-22,7.455247441176466
2020-02-23,7.525051452105429
2020-02-24,7.551437797855428
2020-02-25,7.5519164932317935
2020-02-26,7.468899138839974
2020-02-27,7.500948154114109
2020-02-28,7.538560288346134
2020-02-29,7.576400647018188
2020-03-01,7.50932721548637
2020-03-02,7.529700100160622
2020-03-03,7.489396318627215
2020-03-04,7.490663953247615
2020-03-05,7.5968912843129495
2020-03-06,7.629895479068854
2020-03-07,7.56432750757134
2020-03-08,7.623973514255815
2020-03-09,7.597770106956659
2020-03-10,7.553344589189556
2020-03-11,7.609601711349679
2020-03-12,7.674382438902669
