Date,Temperature (°C)
2020-01-01,16.90266994080867
2020-01-02,16.758826224325965
2020-01-03,16.899232037389524
2020-01-04,17.05758379080067
2020-01-05,16.689503832327325
2020-01-06,16.672941933410947
2020-01-07,17.01912974382799
2020-01-08,16.840379904894757
2020-01-09,16.57669664058848
2020-01-10,16.762899696046457
2020-01-11,16.54560273070774
2020-01-12,16.529146084081983
2020-01-13,16.654802177656737
2020-01-14,16.20798799225282
2020-01-15,16.23001609352784
2020-01-16,16.44702370980131
2020-01-17,16.341527082424655
2020-01-18,16.59168995884519
2020-01-19,16.332122477787067
2020-01-20,16.216297446287165
2020-01-21,16.777067362768456
2020-01-22,16.42411469174076
2020-01-23,16.468265202396932
2020-01-24,16.155461100347132
2020-01-25,16.31735118719064
2020-01-26,16.4343992656495
2020-01-27,16.16817722129062
2020-01-28,16.45985500370581
2020-01-29,16.251109447420404
2020-01-30,16.29960653680478
2020-01-31,16.224502320345035
2020-02-01,16.702391772688255
2020-02-02,16.316527145575396
2020-02-03,16.09517658732184
2020-02-04,16.458925372313463
2020-02-05,16.038154356329834
2020-02-06,16.312215164914463
2020-02-07,15.86684396437545
2020-02-08,15.981695962688306
2020-02-09,16.275483634383285
2020-02-10,16.37280927463204
2020-02-11,16.24862380115928
2020-02-12,16.18068747973974
2020-02-13,16.133299314561196
2020-02-14,15.887757550480597
2020-02-15,16.02967695959715
2020-02-16,16.071946766389406
2020-02-17,16.36617538789072
2020-02-18,16.214401488163865
2020-02-19,15.784249840877541
2020-02-20,16.193110475169636
2020-02-21,16.0429713399432
2020-02-22,15.976558277309316
2020-02-23,16.226495967033266
2020-02-24,16.302844102174504
2020-02-25,16.275651393729024
2020-02-26,15.914572869296078
2020-02-27,16.013866802636667
2020-02-28,16.135528755242735
2020-02-29,16.25822767912904
2020-03-01,15.961404009040521
2020-03-02,16.014506624655066
2020-03-03,15.825052008568349
2020-03-04,15.80204085819657
2020-03-05,16.19903461591469
2020-03-06,16.3033102226901
2020-03-07,16.013479779054872
2020-03-08,16.22469602894604
2020-03-09,16.092713513364036
2020-03-10,15.888049497098992
2020-03-11,16.08633097113785
2020-03-12,16.31892972306085
2020-03-13,16.001720728184555
2020-03-14,16.31967188189539
2020-03-15,15.480945668081354
2020-03-16,16.167721599120874
2020-03-17,16.019492252782243
2020-03-18,15.941318814321793
2020-03-19,16.01880587461974
2020-03-20,15.602569558425085
2020-03-21,15.956074882696306
2020-03-22,16.07165401232246
2020-03-23,16.296328797708618
2020-03-24,15.897910535189707
2020-03-25,15.840976306313205
2020-03-26,15.903729595135914
2020-03-27,16.188862516646463
2020-03-28,16.073528012514004
2020-03-29,15.90411546415924
2020-03-30,16.115304044228687
2020-03-31,16.034941693117513
2020-04-01,16.21242252783497
2020-04-02,15.881741039718873
2020-04-03,15.960367115508028
2020-04-04,15.95151444752206
2020-04-05,15.74155707271872
2020-04-06,16.098094271540614
2020-04-07,16.095976227844073
2020-04-08,16.04996617503334
2020-04-09,16.00748618589783
2020-04-10,15.777069793648021
2020-04-11,15.982033706624005
2020-04-12,16.00391541311545
2020-04-13,15.91857325843904
2020-04-14,16.053614869481464
2020-04-15,16.173796358560274
2020-04-16,16.477606310589863
2020-04-17,16.14293421610682
2020-04-18,16.16744256820119
2020-04-19,16.109219111702522
2020-04-20,15.748789402210594
2020-04-21,16.135933266634353
2020-04-22,16.16222895046068
2020-04-23,16.65203001686258
2020-04-24,16.13035718067797
2020-04-25,16.23883291516431
2020-04-26,16.18151858705159
2020-04-27,15.964903304301417
2020-04-28,16.437618906146227
2020-04-29,16.37009075546658
2020-04-30,16.38879156252467
2020-05-01,16.05981670056249
2020-05-02,16.533586774490665
2020-05-03,15.984212764477558
2020-05-04,16.393727380464142
2020-05-05,16.72643450288022
2020-05-06,16.102434407922214
2020-05-07,16.19968768685578
2020-05-08,16.345486654184583
2020-05-09,16.23767025093448
2020-05-10,16.041237752751794
2020-05-11,16.37828029407103
2020-05-12,16.165492508813912
2020-05-13,16.48624161601191
2020-05-14,16.22138846619248
2020-05-15,16.729186607549707
2020-05-16,16.276647585241637
2020-05-17,16.383152383591245
2020-05-18,16.624698271935635
2020-05-19,16.23041152934766
2020-05-20,16.536821043068723
2020-05-21,16.76765300069651
2020-05-22,16.19976951297197
2020-05-23,16.57337650080361
2020-05-24,16.603747217109273
2020-05-25,16.72358898180503
2020-05-26,16.335416255212067
2020-05-27,16.334420688177172
2020-05-28,16.71872490687977
2020-05-29,16.689672391755966
2020-05-30,16.696422447892804
2020-05-31,16.731766742305282
2020-06-01,16.542725393991937
2020-06-02,16.74152951477591
2020-06-03,16.770132061779126
2020-06-04,16.585171558860623
2020-06-05,17.117801607112764
