Date,Fecal Streptococci (MPN/100mL)
2020-01-01,53.266068241303046
2020-01-02,48.569026448749256
2020-01-03,48.75349216652842
2020-01-04,50.654421464960315
2020-01-05,49.062993466510434
2020-01-06,51.057103149747576
2020-01-07,48.89424430287057
2020-01-08,46.03161746672041
2020-01-09,48.790425753373
2020-01-10,44.11269825133068
2020-01-11,47.708541810031896
2020-01-12,47.123230376026974
2020-01-13,46.43974666161771
2020-01-14,46.520827877527
2020-01-15,41.10444946381154
2020-01-16,44.94863743327217
2020-01-17,46.71946776833876
2020-01-18,46.767974099253564
2020-01-19,43.054247506135226
2020-01-20,49.784705388136345
2020-01-21,43.24085154519797
2020-01-22,48.60107111996088
2020-01-23,46.829178700208544
2020-01-24,43.46542544636682
2020-01-25,50.58820999878529
2020-01-26,41.541236981805824
2020-01-27,47.741221888580775
2020-01-28,47.848900954495655
2020-01-29,42.70051122681172
2020-01-30,48.75684876782735
2020-01-31,43.69829688411229
2020-02-01,45.18544224570424
2020-02-02,44.9732314215435
2020-02-03,43.66426150671858
2020-02-04,46.37658871840757
2020-02-05,46.203697024897025
2020-02-06,38.45882853942058
2020-02-07,47.500800620148496
2020-02-08,38.48585576057289
2020-02-09,46.45875248511954
2020-02-10,46.631274996812344
2020-02-11,39.87060215856726
2020-02-12,41.80572849831009
2020-02-13,39.61808653133274
2020-02-14,42.189856394674635
2020-02-15,41.81235516020368
2020-02-16,44.97972680262165
2020-02-17,46.47843566482819
2020-02-18,46.6438297348716
2020-02-19,40.68207463976598
2020-02-20,41.6552711916732
2020-02-21,37.149563383601794
2020-02-22,39.7018165742165
2020-02-23,44.93616199194329
2020-02-24,46.813190447397844
2020-02-25,38.190907083418075
2020-02-26,40.04677096194738
2020-02-27,41.67787550719228
2020-02-28,42.53324416607903
2020-02-29,39.202375977280745
2020-03-01,42.844571699488064
2020-03-02,40.09486615866553
2020-03-03,41.4198332210607
2020-03-04,43.05167457413813
2020-03-05,41.384561323791324
2020-03-06,40.011464498179656
2020-03-07,40.949988621931894
2020-03-08,40.97480561606031
2020-03-09,40.093829993898716
2020-03-10,40.39434629219887
2020-03-11,45.936460011875845
2020-03-12,42.79598244150031
2020-03-13,40.20241840597797
2020-03-14,43.158294720858066
2020-03-15,40.04748841972499
2020-03-16,44.552784895218224
2020-03-17,42.12975496794036
2020-03-18,40.689296412136976
2020-03-19,42.34768797055726
2020-03-20,36.28820495724712
2020-03-21,37.619790195908685
2020-03-22,37.420539961003925
2020-03-23,41.436329171894286
2020-03-24,46.21319078689964
2020-03-25,47.72065070749635
2020-03-26,42.954963342850476
2020-03-27,42.56035435589386
2020-03-28,35.674604703362455
2020-03-29,39.47265364992441
2020-03-30,38.763154320335424
2020-03-31,39.29271903772573
2020-04-01,40.68250384152954
2020-04-02,39.805244851852045
2020-04-03,35.321096017148434
2020-04-04,43.54309154983753
2020-04-05,38.124371546232034
2020-04-06,42.106442753610445
2020-04-07,47.65989974333087
2020-04-08,38.73128106228919
2020-04-09,33.953173557489585
2020-04-10,40.743426754940714
2020-04-11,44.964506616766464
2020-04-12,47.599625526869815
2020-04-13,38.1016383394764
2020-04-14,43.34881778785623
2020-04-15,40.533930501633485
2020-04-16,41.68584624056516
2020-04-17,50.01321657645562
2020-04-18,37.6504139153809
2020-04-19,43.00230193304129
2020-04-20,43.72851596800033
2020-04-21,45.66971939206001
2020-04-22,42.7957785451374
2020-04-23,43.51796756216752
2020-04-24,41.51334803407654
2020-04-25,43.59261529071118
