Date,Nitrate (mg/L)
2020-01-01,1.9510001962228098
2020-01-02,1.9133544645375122
2020-01-03,1.9467774423243205
2020-01-04,1.984693729652074
2020-01-05,1.8910094088090308
2020-01-06,1.8852124158328154
2020-01-07,1.9701111540296479
2020-01-08,1.923784272130106
2020-01-09,1.8562333119246668
2020-01-10,1.9011636927445417
2020-01-11,1.8452293096039583
2020-01-12,1.8395157245000995
2020-01-13,1.8693415167485385
2020-01-14,1.7560614021816425
2020-01-15,1.7600039893850044
2020-01-16,1.8127040490152782
2020-01-17,1.7847911012553181
2020-01-18,1.8458065389439113
2020-01-19,1.779403348735898
2020-01-20,1.7489501802272138
2020-01-21,1.8876606015905293
2020-01-22,1.7979556681189965
2020-01-23,1.8075422567451684
2020-01-24,1.7279063488457653
2020-01-25,1.7669605700072273
2020-01-26,1.7948212911831276
2020-01-27,1.726881899000162
2020-01-28,1.798435290930119
2020-01-29,1.7449010803955176
2020-01-30,1.755696162877539
2020-01-31,1.7356099443653503
2020-02-01,1.8537915567507102
2020-02-02,1.7560544454461475
2020-02-03,1.6994660241417627
2020-02-04,1.7891729820676472
2020-02-05,1.682770897714862
2020-02-06,1.7500980358199671
2020-02-07,1.6375887900090025
2020-02-08,1.6651573079188755
2020-02-09,1.7374820473167663
2020-02-10,1.7607139145213064
2020-02-11,1.7285909647819484
2020-02-12,1.7105535835566723
2020-02-13,1.697676834008205
2020-02-14,1.635285582475558
2020-02-15,1.6697838200268962
2020-02-16,1.6793941436554876
2020-02-17,1.7520189412373737
2020-02-18,1.7131681550659836
2020-02-19,1.6047482474143941
2020-02-20,1.706106986921477
2020-02-21,1.6677416145884467
2020-02-22,1.6503338370643794
2020-02-23,1.7120400626848253
2020-02-24,1.730375445311158
2020-02-25,1.7228523854228341
2020-02-26,1.6318848547180804
2020-02-27,1.6560376284398566
2020-02-28,1.6858097957068854
2020-02-29,1.715868785152717
2020-03-01,1.6410748879210884
2020-03-02,1.653790498162549
2020-03-03,1.6058949024790425
2020-03-04,1.5996384328504127
2020-03-05,1.698411599122258
2020-03-06,1.7240337773701186
2020-03-07,1.6511581251008118
2020-03-08,1.7035729521732723
2020-03-09,1.6702170091764603
2020-03-10,1.6187197190767502
2020-03-11,1.66798792778808
2020-03-12,1.7258646717419794
2020-03-13,1.6463187756467932
2020-03-14,1.7255922855471053
2020-03-15,1.5157258859102687
2020-03-16,1.6872645096048018
2020-03-17,1.6500813471090212
2020-03-18,1.6304417320219449
2020-03-19,1.6497468405862001
2020-03-20,1.545650723740797
2020-03-21,1.6340196467004577
2020-03-22,1.6629366528826255
2020-03-23,1.7191571983031866
2020-03-24,1.6196340916818701
2020-03-25,1.6055115792674863
2020-03-26,1.6213404991692606
2020-03-27,1.6927938384722205
2020-03-28,1.664159782186708
2020-03-29,1.6220356165310745
2020-03-30,1.6750910668177725
2020-03-31,1.6552880416041698
2020-04-01,1.6999749849315813
2020-04-02,1.6176504257791526
2020-04-03,1.6376817333597644
2020-04-04,1.6358722196953646
2020-04-05,1.583815274414195
2020-04-06,1.6734105894979237
2020-04-07,1.6733705743018277
2020-04-08,1.6623858921288193
2020-04-09,1.6523119077317427
2020-04-10,1.595281842617816
2020-04-11,1.6471247037737082
2020-04-12,1.6532246849209427
2020-04-13,1.632546185838097
2020-04-14,1.6669909185518328
2020-04-15,1.6977477083598043
2020-04-16,1.7744384906822412
2020-04-17,1.69153541938075
2020-04-18,1.6984538910559608
2020-04-19,1.6847156074112066
2020-04-20,1.595451715079689
2020-04-21,1.693106920831008
2020-04-22,1.7005755284624167
2020-04-23,1.823945663652197
2020-04-24,1.6944722325329111
2020-04-25,1.7225605734608356
2020-04-26,1.7092257408621616
2020-04-27,1.6560897172578868
2020-04-28,1.775310160860879
2020-04-29,1.7594931037595674
2020-04-30,1.7652564079427742
2020-05-01,1.6841235942927661
2020-05-02,1.8036994848530106
2020-05-03,1.6675114888229912
2020-05-04,1.771067441286444
2020-05-05,1.8554429634918777
2020-05-06,1.7006627692753893
2020-05-07,1.726216644991578
2020-05-08,1.7639273016628512
2020-05-09,1.7382541009093926
2020-05-10,1.6904464820844498
2020-05-11,1.7760268434287394
2020-05-12,1.7241684523593912
2020-05-13,1.805712716991465
