Date,pH
2020-01-01,9.165833840712489
2020-01-02,9.129030510309503
2020-01-03,9.16329272583585
2020-01-04,9.202044838676121
2020-01-05,9.109192683445432
2020-01-06,9.104223949592777
2020-01-07,9.189946794993322
2020-01-08,9.144439624176897
2020-01-09,9.077703736035893
2020-01-10,9.123444308378078
2020-01-11,9.068314996140447
2020-01-12,9.063401122760297
2020-01-13,9.094021030581363
2020-01-14,8.981529200122424
2020-01-15,8.986254006383483
2020-01-16,9.039729988232802
2020-01-17,9.012586435930741
2020-01-18,9.074364514327605
2020-01-19,9.008716984091333
2020-01-20,8.979012270899505
2020-01-21,9.118463721141323
2020-01-22,9.029492170527092
2020-01-23,9.039804278672202
2020-01-24,8.960885811966275
2020-01-25,9.000649183402444
2020-01-26,9.029210553797752
2020-01-27,8.961963102161407
2020-01-28,9.034199520928286
2020-01-29,8.98133922112531
2020-01-30,8.992798898539366
2020-01-31,8.973367762225804
2020-02-01,9.092194749961386
2020-02-02,8.995093115919998
2020-02-03,8.939130085486111
2020-02-04,9.029452162573007
2020-02-05,8.923654743398659
2020-02-06,8.991575913524292
2020-02-07,8.879649890551432
2020-02-08,8.907790649295476
2020-02-09,8.980676477956294
2020-02-10,9.00445811658966
2020-02-11,8.972873457535885
2020-02-12,8.955362726745802
2020-02-13,8.943000831324252
2020-02-14,8.881112485047854
2020-02-15,8.916101529963091
2020-02-16,8.92619041762642
2020-02-17,8.999281394105028
2020-02-18,8.960884263553476
2020-02-19,8.85290535381689
2020-02-20,8.954692302856945
2020-02-21,8.916742224787123
2020-02-22,8.899736703195854
2020-02-23,8.96183202722157
2020-02-24,8.980543235427394
2020-02-25,8.973382616927546
2020-02-26,8.88276403602105
2020-02-27,8.907252164549512
2020-02-28,8.937345992258784
2020-02-29,8.96771285246749
2020-03-01,8.89321294509061
2020-03-02,8.906208577163158
2020-03-03,8.858578952310566
2020-03-04,8.852574323699777
2020-03-05,8.951585126550466
2020-03-06,8.977430666521322
2020-03-07,8.904764034932265
2020-03-08,8.95737347970489
2020-03-09,8.924197693758735
2020-03-10,8.87286604667575
2020-03-11,8.92228533528627
2020-03-12,8.980298551253597
2020-03-13,8.900874478846466
2020-03-14,8.980255128010477
2020-03-15,8.770481151465303
2020-03-16,8.942097454692512
2020-03-17,8.90497720515229
2020-03-18,8.885385717801196
2020-03-19,8.904724154620569
2020-03-20,8.800646556673534
2020-03-21,8.889019183687267
2020-03-22,8.91792507798162
2020-03-23,8.974119698865172
2020-03-24,8.87455586273965
2020-03-25,8.860377827922894
2020-03-26,8.876136448976618
2020-03-27,8.947504733816919
2020-03-28,8.918770892657605
2020-03-29,8.876532241285442
2020-03-30,8.929458538937473
2020-03-31,8.909511732441775
2020-04-01,8.954040308445162
2020-04-02,8.871542842854437
2020-04-03,8.891386756118386
2020-04-04,8.88937541578794
2020-04-05,8.837102271296938
2020-04-06,8.926467078691537
2020-04-07,8.926182315631424
2020-04-08,8.914938717943578
2020-04-09,8.9045917271031
2020-04-10,8.847274645514911
2020-04-11,8.898816565214855
2020-04-12,8.904601769099902
2020-04-13,8.88359475022393
2020-04-14,8.9176973179611
2020-04-15,8.948098398999935
2020-04-16,9.024420034164853
2020-04-17,8.941134486703728
2020-04-18,8.94765726655313
2020-04-19,8.933510192668418
2020-04-20,8.84382453281617
2020-04-21,8.941045118744798
2020-04-22,8.948066383038794
2020-04-23,9.07097658393392
2020-04-24,8.9410307638512
2020-04-25,8.968634401125955
2020-04-26,8.95480269381253
2020-04-27,8.901157771666622
2020-04-28,9.019857443698719
2020-04-29,9.003507896313106
2020-04-30,9.008727149286972
2020-05-01,8.927038884716694
2020-05-02,9.04604808923784
2020-05-03,8.90928233997119
2020-05-04,9.012249643201239
2020-05-05,9.096025794605968
2020-05-06,8.940635685627973
2020-05-07,8.965569283352762
2020-05-08,9.002649482604498
2020-05-09,8.976335831821507
2020-05-10,8.927877960136199
2020-05-11,9.012798458473249
2020-05-12,8.960270789781434
2020-05-13,9.041136560497222
2020-05-14,8.975610782200082
2020-05-15,9.103256638214738
2020-05-16,8.990826808495852
2020-05-17,9.018166330239431
2020-05-18,9.079274309406994
2020-05-19,8.981432101968636
2020-05-20,9.058771713574576
2020-05-21,9.117224472666129
2020-05-22,8.976005686237203
2020-05-23,9.070166611655761
2020-05-24,9.0785253371903
2020-05-25,9.109258465823737
2020-05-26,9.012994383672401
2020-05-27,9.013530772583994
2020-05-28,9.110398056407764
2020-05-29,9.103931870794458
2020-05-30,9.106421805864382
2020-05-31,9.116065540596615
2020-06-01,9.069617865413365
2020-06-02,9.120136317461164
2020-06-03,9.128108893800752
2020-06-04,9.082694981838449
2020-06-05,9.216682737022383
2020-06-06,9.152089816243805
2020-06-07,9.073858371238618
2020-06-08,9.171296330471105
2020-06-09,9.09479790353566
2020-06-10,9.18796628693268
2020-06-11,9.211637132751086
2020-06-12,9.117782252448436
2020-06-13,9.21210639299241
2020-06-14,9.189708537112594
2020-06-15,9.215313568378491
2020-06-16,9.274198921092003
2020-06-17,9.17224469403288
2020-06-18,9.151986708295302
2020-06-19,9.150360271671973
2020-06-20,9.15920948575173
2020-06-21,9.201308921376045
2020-06-22,9.227384082227656
2020-06-23,9.229320440133478
2020-06-24,9.261999890492497
2020-06-25,9.22643953421513
2020-06-26,9.303607213092096
2020-06-27,9.222829571807909
2020-06-28,9.377192089963462
2020-06-29,9.277576013587534
2020-06-30,9.208530065433628
2020-07-01,9.202923388049918
2020-07-02,9.285654970722746
2020-07-03,9.255403314634957
2020-07-04,9.30730185450639
2020-07-05,9.300267869763532
2020-07-06,9.277946001627388
2020-07-07,9.244205043960763
2020-07-08,9.215734006162593
2020-07-09,9.27405515090436
2020-07-10,9.344076809594407
2020-07-11,9.316807523859422
2020-07-12,9.248630423931603
2020-07-13,9.324358068165642
2020-07-14,9.339712265748235
2020-07-15,9.28096520897364
2020-07-16,9.337518933062405
2020-07-17,9.337379238444422
2020-07-18,9.281916566379325
2020-07-19,9.36150952005215
2020-07-20,9.376171891366406
2020-07-21,9.406753845314396
2020-07-22,9.409714784811412
2020-07-23,9.292518083063635
2020-07-24,9.31883934195453
2020-07-25,9.395762290247768
2020-07-26,9.399929379581751
2020-07-27,9.40417039040353
2020-07-28,9.575179635567274
2020-07-29,9.415158550066918
2020-07-30,9.447407972276084
2020-07-31,9.442288956485154
2020-08-01,9.431059948037973
2020-08-02,9.386569623417866
2020-08-03,9.444064291191765
2020-08-04,9.371196237388617
2020-08-05,9.401656056347534
2020-08-06,9.392825034097319
2020-08-07,9.424718813858512
2020-08-08,9.539824554642642
2020-08-09,9.334128482913982
2020-08-10,9.465137457583907
2020-08-11,9.35345296176175
2020-08-12,9.413687103737562
2020-08-13,9.49485585630077
2020-08-14,9.446675718656982
2020-08-15,9.39255572709426
2020-08-16,9.413586002446744
2020-08-17,9.486165409137078
2020-08-18,9.418426795872403
2020-08-19,9.46845211696184
2020-08-20,9.46251549841407
2020-08-21,9.430187494162983
2020-08-22,9.572417457449275
2020-08-23,9.499290355053764
2020-08-24,9.368632131562793
2020-08-25,9.481426859579264
2020-08-26,9.441149073217181
2020-08-27,9.518913053054801
2020-08-28,9.438636468152124
2020-08-29,9.474414346573532
2020-08-30,9.507206181331592
2020-08-31,9.526966675936649
2020-09-01,9.425302134535757
2020-09-02,9.470145386185525
2020-09-03,9.464591669603642
2020-09-04,9.45705551966777
2020-09-05,9.579291888569507
2020-09-06,9.512479222099774
2020-09-07,9.430310304734945
2020-09-08,9.540285038434222
2020-09-09,9.60144995487626
2020-09-10,9.547828095745754
2020-09-11,9.421011250228505
2020-09-12,9.473454959182067
2020-09-13,9.561610929527518
2020-09-14,9.463392225563215
2020-09-15,9.52138846333976
2020-09-16,9.538262329018135
2020-09-17,9.453428479793
2020-09-18,9.496954282790877
2020-09-19,9.337933854917404
2020-09-20,9.448755615529707
2020-09-21,9.48723547663655
2020-09-22,9.437274755577269
2020-09-23,9.5809957134562
2020-09-24,9.42749060162822
2020-09-25,9.47652936899536
2020-09-26,9.50451408364453
2020-09-27,9.569397883651343
2020-09-28,9.42481016951073
2020-09-29,9.553942632596899
2020-09-30,9.495389618644975
2020-10-01,9.44480867494125
2020-10-02,9.515908338902875
2020-10-03,9.501588443767393
2020-10-04,9.46037049104928
2020-10-05,9.492531268818746
2020-10-06,9.468349665253102
2020-10-07,9.491780166251695
2020-10-08,9.517615007729704
2020-10-09,9.562129183824394
2020-10-10,9.419173628947286
2020-10-11,9.585868848044207
2020-10-12,9.379682826681803
2020-10-13,9.467685833066039
2020-10-14,9.502597249352494
2020-10-15,9.485056334084156
2020-10-16,9.437616811229443
2020-10-17,9.456011084270985
2020-10-18,9.439353614459119
2020-10-19,9.432043657765586
2020-10-20,9.501422743266026
2020-10-21,9.474147425223201
2020-10-22,9.418929237442887
2020-10-23,9.495757637597254
2020-10-24,9.463271235661004
2020-10-25,9.485604521375723
2020-10-26,9.473425425992465
2020-10-27,9.397405108588682
2020-10-28,9.407685904513768
2020-10-29,9.469829892666276
2020-10-30,9.459685097108837
2020-10-31,9.424754968561396
2020-11-01,9.428232972420018
2020-11-02,9.482750511015368
2020-11-03,9.385724504660997
2020-11-04,9.439029952090657
2020-11-05,9.397874735444399
2020-11-06,9.393347962681744
2020-11-07,9.45535800186342
2020-11-08,9.437817724612128
2020-11-09,9.433291895771001
2020-11-10,9.453902784736467
2020-11-11,9.385635572070637
2020-11-12,9.414584867532225
2020-11-13,9.36082223785807
2020-11-14,9.38833999799572
2020-11-15,9.361369626004668
2020-11-16,9.36842192981183
2020-11-17,9.388976865720426
2020-11-18,9.313907683143082
2020-11-19,9.454991907818007
2020-11-20,9.295580943057622
2020-11-21,9.280638421662774
2020-11-22,9.394677551727542
2020-11-23,9.371738770003295
2020-11-24,9.358706092843473
2020-11-25,9.354224063107901
