Date,Dissolved Oxygen (mg/L)
2020-01-01,11.153173133661399
2020-01-02,10.9416195653489
2020-01-03,11.156424473641943
2020-01-04,11.398131231321239
2020-01-05,10.85017212167299
2020-01-06,10.829470568916225
2020-01-07,11.352872820560354
2020-01-08,11.088846617576088
2020-01-09,10.69739708143885
2020-01-10,10.980752622237372
2020-01-11,10.658832528744052
2020-01-12,10.638146117423966
2020-01-13,10.830600835649227
2020-01-14,10.164320978083135
2020-01-15,10.201274225284147
2020-01-16,10.53066526078959
2020-01-17,10.376267297014099
2020-01-18,10.755324815186253
2020-01-19,10.369751893457774
2020-01-20,10.199756622792192
2020-01-21,11.04461664190665
2020-01-22,10.518854549651623
2020-01-23,10.588707913230563
2020-01-24,10.123088966123243
2020-01-25,10.369469847762039
2020-01-26,10.548545211547369
2020-01-27,10.152671847742157
2020-01-28,10.593603655549543
2020-01-29,10.283854874779566
2020-01-30,10.359923483516312
2020-01-31,10.250542569819824
2020-02-01,10.970603625085765
2020-02-02,10.39498407073235
2020-02-03,10.066085187704507
2020-02-04,10.614783960996984
2020-02-05,9.986650762913742
2020-02-06,10.400712135893317
2020-02-07,9.735571449275323
2020-02-08,9.91071065091546
2020-02-09,10.354197604772558
2020-02-10,10.502934922289823
2020-02-11,10.319348165508597
2020-02-12,10.220076935555259
2020-02-13,10.15156895842203
2020-02-14,9.785770838582376
2020-02-15,10.0011039890767
2020-02-16,10.066901519438767
2020-02-17,10.510575346174345
2020-02-18,10.285182774683255
2020-02-19,9.642160293328791
2020-02-20,10.257592292431786
2020-02-21,10.034460060908186
2020-02-22,9.936851746621347
2020-02-23,10.313703773233623
2020-02-24,10.43010510384293
2020-02-25,10.391128248117088
2020-02-26,9.851255210458966
2020-02-27,10.00187288450327
2020-02-28,10.185974115623594
2020-02-29,10.371561855267418
2020-03-01,9.927796299408387
2020-03-02,10.008850331985641
2020-03-03,9.725998262010133
2020-03-04,9.692740741541677
2020-03-05,10.289419561013073
2020-03-06,10.446949779791167
2020-03-07,10.013249217739572
2020-03-08,10.331046681077147
2020-03-09,10.133973692957428
2020-03-10,9.827805883643485
2020-03-11,10.125983494197737
2020-03-12,10.475563982149366
2020-03-13,10.000359608275197
2020-03-14,10.477822035159935
2020-03-15,9.220194829897206
2020-03-16,10.250747124119854
2020-03-17,10.02871766938971
2020-03-18,9.911698150378948
2020-03-19,10.028095382101453
2020-03-20,9.40383350230131
2020-03-21,9.934110008978509
2020-03-22,10.10742314397866
2020-03-23,10.44430569937285
2020-03-24,9.84647465807345
2020-03-25,9.760795702746849
2020-03-26,9.854574141740665
2020-03-27,10.281848251693182
2020-03-28,10.10834757112549
2020-03-29,9.853656320010696
2020-03-30,10.169793426941524
2020-03-31,10.048530993864297
2020-04-01,10.313960409320355
2020-04-02,9.817073644954723
2020-04-03,9.934075787055145
2020-04-04,9.91978765174597
2020-04-05,9.603770593491795
2020-04-06,10.137423853278998
2020-04-07,10.133023048414085
2020-04-08,10.062713391623797
2020-04-09,9.997628375703528
2020-04-10,9.650568704957506
2020-04-11,9.956509867141737
2020-04-12,9.987758540567972
2020-04-13,9.858102709587723
2020-04-14,10.05895430126853
2020-04-15,10.237447991041067
2020-04-16,10.691317183297855
2020-04-17,10.187396660775116
2020-04-18,10.222180729787624
2020-04-19,10.132801593839847
2020-04-20,9.59004819199829
2020-04-21,10.16859088952048
2020-04-22,10.205797698572898
2020-04-23,10.938199626702488
2020-04-24,10.153328427608404
2020-04-25,10.313618511072065
2020-04-26,10.225162645329226
2020-04-27,9.897695228495794
2020-04-28,10.604164773408534
2020-04-29,10.500210095967564
2020-04-30,10.525541050507991
2020-05-01,10.029301502963376
2020-05-02,10.737123183660136
2020-05-03,9.910173402457335
2020-05-04,10.52150208027019
2020-05-05,11.017565909890774
2020-05-06,10.078516193646234
2020-05-07,10.221294722089583
2020-05-08,10.43684088598511
2020-05-09,10.271914030962291
2020-05-10,9.974014019386434
2020-05-11,10.476278516329087
2020-05-12,10.153750450331085
2020-05-13,10.631481641546646
2020-05-14,10.230764371028906
2020-05-15,10.988979979688011
2020-05-16,10.306646816935231
2020-05-17,10.462837403678773
2020-05-18,10.821548700788027
2020-05-19,10.226471195862876
2020-05-20,10.682399300566109
2020-05-21,11.024923388584757
2020-05-22,10.169337729486896
2020-05-23,10.725952318931126
2020-05-24,10.767678161099013
2020-05-25,10.943577370845155
2020-05-26,10.35742278347118
2020-05-27,10.352003029567252
2020-05-28,10.92450321188056
2020-05-29,10.876939723356616
2020-05-30,10.8830527023833
2020-05-31,10.932030838356452
2020-06-01,10.644405506410996
2020-06-02,10.93852457832794
2020-06-03,10.977318700888842
2020-06-04,10.695746877674457
2020-06-05,11.490540734448194
2020-06-06,11.093808918766097
2020-06-07,10.615207059583998
2020-06-08,11.190585457754375
2020-06-09,10.72231211162775
2020-06-10,11.27200895089589
2020-06-11,11.40469264787187
2020-06-12,10.832196839352905
2020-06-13,11.388752782649105
2020-06-14,11.244957156271656
2020-06-15,11.389162049576539
2020-06-16,11.733034861293284
2020-06-17,11.111858981170071
2020-06-18,10.980852136164321
2020-06-19,10.961628975917549
2020-06-20,11.005256914510369
2020-06-21,11.248386182370563
2020-06-22,11.395372606973424
2020-06-23,11.397531823828073
2020-06-24,11.584158008213707
2020-06-25,11.361356565985181
2020-06-26,11.814937344956487
2020-06-27,11.320863006152804
2020-06-28,12.237649215118466
2020-06-29,11.630586230159853
2020-06-30,11.206969163301961
2020-07-01,11.16401563788572
2020-07-02,11.65112234940873
2020-07-03,11.460363055657451
2020-07-04,11.762541105735066
2020-07-05,11.711162906267298
2020-07-06,11.56809902312057
2020-07-07,11.35656492568024
2020-07-08,11.176697363414602
2020-07-09,11.517632591495348
2020-07-10,11.928823262789683
2020-07-11,11.756323275959526
2020-07-12,11.338434044999744
2020-07-13,11.784033535559864
2020-07-14,11.867455200426116
2020-07-15,11.506334772405056
2020-07-16,11.837087022471696
2020-07-17,11.827749292709314
2020-07-18,11.486546749279377
2020-07-19,11.95575350824922
2020-07-20,12.035454795610441
2020-07-21,12.210754052767713
2020-07-22,12.220410124817407
2020-07-23,11.509205654035746
2020-07-24,11.659196629484986
2020-07-25,12.112887775526495
2020-07-26,12.130136127090914
2020-07-27,12.147922664592768
2020-07-28,13.0
2020-07-29,12.198825588759034
2020-07-30,12.384960068166901
2020-07-31,12.346987480341687
2020-08-01,12.272460648194588
2020-08-02,11.99847375014908
2020-08-03,12.336506725177564
2020-08-04,11.892475344453288
2020-08-05,12.068525195830215
2020-08-06,12.00894598352116
2020-08-07,12.19383352052088
2020-08-08,12.878112679622747
2020-08-09,11.637702702820679
2020-08-10,12.417646590717276
2020-08-11,11.741555052481573
2020-08-12,12.097102511209142
2020-08-13,12.578386539308555
2020-08-14,12.283707829487842
2020-08-15,11.953522258249226
2020-08-16,12.07437217017927
2020-08-17,12.5046523317235
2020-08-18,12.093161374894269
2020-08-19,12.388392524719347
2020-08-20,12.347991995383142
2020-08-21,12.149384527148557
2020-08-22,12.998267614226803
2020-08-23,12.555152389769837
2020-08-24,11.766995811068021
2020-08-25,12.439703560434124
2020-08-26,12.19412404580115
2020-08-27,12.656944110084659
2020-08-28,12.171670882944184
2020-08-29,12.382875603588587
2020-08-30,12.576316256121506
2020-08-31,12.691722042534964
2020-09-01,12.07873172325221
2020-09-02,12.344943162487597
2020-09-03,12.30892863649209
2020-09-04,12.261176152296454
2020-09-05,12.992216174398713
2020-09-06,12.589120082253812
2020-09-07,12.094045240581558
2020-09-08,12.751991671955944
2020-09-09,13.0
2020-09-10,12.793926381157826
2020-09-11,12.031604629072987
2020-09-12,12.345007539912539
2020-09-13,12.872845728373425
2020-09-14,12.28259790549834
2020-09-15,12.629802044829063
2020-09-16,12.730434492473256
2020-09-17,12.22098337257618
2020-09-18,12.481853020656324
2020-09-19,11.527608222649517
2020-09-20,12.192579530918135
2020-09-21,12.423662405441249
2020-09-22,12.124264689891836
2020-09-23,12.987119842261231
2020-09-24,12.066781213804523
2020-09-25,12.361868292866776
2020-09-26,12.530793234770094
2020-09-27,12.921274566711652
2020-09-28,12.055088342436594
2020-09-29,12.831384313101276
2020-09-30,12.481728108280853
2020-10-01,12.180064519242476
2020-10-02,12.60864423056944
2020-10-03,12.524865654458369
2020-10-04,12.279857165632441
2020-10-05,12.475278811202191
2020-10-06,12.332803192175593
2020-10-07,12.476156449363431
2020-10-08,12.634091177371529
2020-10-09,12.904256474081631
2020-10-10,12.049757033221233
2020-10-11,13.0
2020-10-12,11.819737062884617
2020-10-13,12.351444004063568
2020-10-14,12.564750949563143
2020-10-15,12.463492313226364
2020-10-16,12.182989257472459
2020-10-17,12.297634978179683
2020-10-18,12.20211497456927
2020-10-19,12.162823471303389
2020-10-20,12.583808289168696
2020-10-21,12.425007357976797
2020-10-22,12.098688443113133
2020-10-23,12.564786811903272
2020-10-24,12.37513260466787
2020-10-25,12.514531199959082
2020-10-26,12.446988585478266
2020-10-27,11.996530076451648
2020-10-28,12.064008006789303
2020-10-29,12.442793133245779
2020-10-30,12.38797184561822
2020-10-31,12.184563056225764
2020-11-01,12.211725728553379
2020-11-02,12.545246411344637
2020-11-03,11.969624725444204
2020-11-04,12.296108726984983
2020-11-05,12.055943737878554
2020-11-06,12.035662400878103
2020-11-07,12.414712885863073
2020-11-08,12.316570351207766
2020-11-09,12.296621282345896
2020-11-10,12.427597160391091
2020-11-11,12.025406902443986
2020-11-12,12.206615970419643
2020-11-13,11.891651538387556
2020-11-14,12.064465240626939
2020-11-15,11.910443661702415
2020-11-16,11.96064933767363
2020-11-17,12.09195966783349
2020-11-18,11.649611783799775
2020-11-19,12.504268449512859
2020-11-20,11.556035669435952
2020-11-21,11.47469280075601
2020-11-22,12.167316628935593
2020-11-23,12.038147288627
2020-11-24,11.96848637007759
2020-11-25,11.95019860129881
2020-11-26,11.738313813966508
2020-11-27,11.452958645059207
2020-11-28,11.724883530870327
2020-11-29,11.478866877384784
2020-11-30,11.95429652280599
2020-12-01,11.597266586719142
2020-12-02,11.37324186505411
2020-12-03,11.503872591503121
2020-12-04,11.703461302192697
2020-12-05,11.389660359759977
2020-12-06,11.291215969118335
2020-12-07,11.590007307747317
2020-12-08,11.569331083574587
2020-12-09,11.322625279545614
2020-12-10,11.312197274487648
2020-12-11,11.501863977357136
2020-12-12,10.97650991936653
2020-12-13,10.967334626589151
2020-12-14,11.152637670895768
2020-12-15,11.282698953528275
2020-12-16,11.418538866386642
2020-12-17,11.74638465634053
2020-12-18,11.539570937244521
2020-12-19,11.212777187121834
2020-12-20,11.233536391518333
2020-12-21,10.916968140324741
2020-12-22,11.190668267946622
2020-12-23,11.088135811616718
2020-12-24,11.250082469059597
2020-12-25,10.883659779662805
2020-12-26,11.266230195370234
2020-12-27,11.548886452085048
2020-12-28,11.0351229593131
2020-12-29,11.167004750456536
2020-12-30,11.232334965356381
2020-12-31,10.883792746192277
2021-01-01,11.271386632301153
2021-01-02,11.186876575934793
2021-01-03,11.191420741776383
2021-01-04,10.90931933924219
2021-01-05,11.127771186367672
2021-01-06,11.249111143374614
2021-01-07,11.514452058246649
2021-01-08,11.346397446655777
2021-01-09,11.684194134472802
2021-01-10,10.787780340295168
2021-01-11,11.259554027603993
2021-01-12,11.03286764521655
2021-01-13,11.614953034144717
2021-01-14,10.695815565873927
2021-01-15,10.666833022383823
2021-01-16,10.719533725928674
2021-01-17,10.242947915821484
2021-01-18,10.703324108903441
2021-01-19,10.614419317648029
2021-01-20,10.868565869135642
2021-01-21,10.90744880396333
2021-01-22,11.349438691562348
2021-01-23,11.05357660328
2021-01-24,10.577442325288558
2021-01-25,10.463260263715087
2021-01-26,10.86284418608636
2021-01-27,10.301899958862654
2021-01-28,11.230331879802147
2021-01-29,11.017878517971594
2021-01-30,10.506678912822883
2021-01-31,10.11711419476138
2021-02-01,11.021081881982706
2021-02-02,10.564671284577944
2021-02-03,10.954743359983315
2021-02-04,10.089692189727717
2021-02-05,10.373091351018916
2021-02-06,10.539626167307345
2021-02-07,10.537566664568677
2021-02-08,10.374146824141215
2021-02-09,10.681994213716072
2021-02-10,10.16110881947642
2021-02-11,10.425223835645218
2021-02-12,10.490860109785299
2021-02-13,10.596231717316442
2021-02-14,10.642811899119272
2021-02-15,10.079664624043751
2021-02-16,9.944858899506016
2021-02-17,10.776741724878223
2021-02-18,10.481791491406593
2021-02-19,10.146526378970645
2021-02-20,10.825712694270104
2021-02-21,10.384687135320938
2021-02-22,10.693717501932282
2021-02-23,10.350456431004396
2021-02-24,10.93902962455874
2021-02-25,10.83834646511519
2021-02-26,10.228331222882035
2021-02-27,10.586107882544939
2021-02-28,10.480207871078068
2021-03-01,10.689487784390414
2021-03-02,9.982071532587943
2021-03-03,10.470363462984317
2021-03-04,10.575426100266817
2021-03-05,9.723980882838944
2021-03-06,9.89068426049508
2021-03-07,9.628308117891889
2021-03-08,10.154030203880305
2021-03-09,10.445249488448328
2021-03-10,10.676190001071946
2021-03-11,10.243570244150954
2021-03-12,10.706149476216599
2021-03-13,9.800122574745107
2021-03-14,9.700092688201636
2021-03-15,10.191764628746746
2021-03-16,10.32133799580592
2021-03-17,10.194367948379059
2021-03-18,9.582370918906296
2021-03-19,10.17466434366487
2021-03-20,9.809226298989346
2021-03-21,10.401005941330588
2021-03-22,10.309991049158818
2021-03-23,9.91832543662693
2021-03-24,10.046777410749387
2021-03-25,9.884191666988858
2021-03-26,10.184540054432853
2021-03-27,10.491643950966397
2021-03-28,9.911509802481895
2021-03-29,10.360936192882939
2021-03-30,10.053507095629076
2021-03-31,9.977951347328814
2021-04-01,10.187298621073518
2021-04-02,9.912794215434676
2021-04-03,10.061594781513774
2021-04-04,9.87301106325782
2021-04-05,10.826837637560534
2021-04-06,10.253404143522948
2021-04-07,10.038670117761848
2021-04-08,10.318900439980384
2021-04-09,10.227480939723808
2021-04-10,10.201713635856104
2021-04-11,10.459429937585657
2021-04-12,10.509955776985535
2021-04-13,10.131422551242844
2021-04-14,10.126040418160803
2021-04-15,10.22482450562284
2021-04-16,9.625656384576029
2021-04-17,9.87090409427513
2021-04-18,10.745085597158923
2021-04-19,10.83840592662118
2021-04-20,10.280424556702783
2021-04-21,10.538646645504732
2021-04-22,10.469920098518307
2021-04-23,11.31139287812716
2021-04-24,10.735099466387274
2021-04-25,10.37266143959851
2021-04-26,10.136492176191853
2021-04-27,9.953642280163525
2021-04-28,10.50933773054182
2021-04-29,10.234412705468737
2021-04-30,10.047954073282227
2021-05-01,10.294259601122318
2021-05-02,10.177653338317478
2021-05-03,11.022427380901075
2021-05-04,10.795220648379853
2021-05-05,10.543053159735123
2021-05-06,11.004412463814788
2021-05-07,10.598887583479726
2021-05-08,10.332798780571936
2021-05-09,11.063882699639715
2021-05-10,10.784629740302549
2021-05-11,10.328039202408336
2021-05-12,10.598608020462196
2021-05-13,10.409756088433488
2021-05-14,10.27456399306679
2021-05-15,10.984444905558538
2021-05-16,11.296824650323787
2021-05-17,10.322052532490359
2021-05-18,10.928346629547647
2021-05-19,10.582300764840577
2021-05-20,10.649592875663654
2021-05-21,10.636443142913208
2021-05-22,10.573583331396083
2021-05-23,10.866139188238712
2021-05-24,10.621277126448124
2021-05-25,10.970850370558438
2021-05-26,10.89395907647722
2021-05-27,10.85682358267468
2021-05-28,10.675870914880054
2021-05-29,10.794889343024991
2021-05-30,11.214461689134385
2021-05-31,11.15818000356685
2021-06-01,10.734829802067793
2021-06-02,11.07821261451331
2021-06-03,11.294264606191176
2021-06-04,10.588575374562826
2021-06-05,11.273060360796348
2021-06-06,10.932021253421011
2021-06-07,11.322838643070508
2021-06-08,10.943620361782036
2021-06-09,10.65215474496487
2021-06-10,10.726453881330997
2021-06-11,11.250309053771566
2021-06-12,11.335030724686092
2021-06-13,11.007106547327096
2021-06-14,11.49131768150902
2021-06-15,10.822666859510019
2021-06-16,11.322720061983997
2021-06-17,11.000692106568362
2021-06-18,11.189924583630285
2021-06-19,11.421192586866491
2021-06-20,11.170359295220019
2021-06-21,11.334633336731052
2021-06-22,11.773404537959125
2021-06-23,11.319959453671487
2021-06-24,11.76523221764861
2021-06-25,11.197090977105614
2021-06-26,11.716397251796392
2021-06-27,12.011347708006662
2021-06-28,10.858766706086003
2021-06-29,11.382529888500438
2021-06-30,11.816007663984513
2021-07-01,11.603202814413947
2021-07-02,11.796627149315446
2021-07-03,11.525185068821028
2021-07-04,11.753378827497075
2021-07-05,11.701637786889814
2021-07-06,12.119526237393176
2021-07-07,11.866273949907995
2021-07-08,11.911883839723322
2021-07-09,11.70758844098362
2021-07-10,11.705305209893705
2021-07-11,11.742136168146754
2021-07-12,12.010430795433953
2021-07-13,11.78586033436726
2021-07-14,12.019011714873432
2021-07-15,12.574480226101096
2021-07-16,12.232829414294903
2021-07-17,11.893162431037686
2021-07-18,12.370650853824696
2021-07-19,11.907015226722098
2021-07-20,11.436979939591378
2021-07-21,11.76479354442475
2021-07-22,11.524601103507372
2021-07-23,11.998815463994545
2021-07-24,12.128031978179738
2021-07-25,12.643475335142108
2021-07-26,12.256455407493146
2021-07-27,12.110270183174592
2021-07-28,12.442230033056
2021-07-29,11.547255494941542
2021-07-30,12.298242802983653
2021-07-31,12.475549934278812
2021-08-01,11.817211077559774
2021-08-02,12.620169485764926
2021-08-03,12.394603445789507
2021-08-04,12.184229584859343
2021-08-05,12.514157468646443
2021-08-06,13.0
2021-08-07,12.409114924387438
2021-08-08,12.443737454595082
2021-08-09,12.24590683975862
2021-08-10,12.142928949758764
2021-08-11,12.660869278568194
2021-08-12,12.168544666065808
2021-08-13,12.46015194211179
2021-08-14,12.308404126188808
2021-08-15,12.60811777148312
2021-08-16,12.576944323214102
2021-08-17,12.80022526623463
2021-08-18,12.347768087386672
2021-08-19,12.431308883821398
2021-08-20,12.22982583311006
2021-08-21,12.401032465389163
2021-08-22,12.658054779343757
2021-08-23,12.78218097242281
2021-08-24,12.288327085821146
2021-08-25,12.835420363097002
2021-08-26,12.990458623644779
2021-08-27,12.716690456198776
2021-08-28,13.0
2021-08-29,12.377290344742923
2021-08-30,12.24390012503523
2021-08-31,12.091203997756086
2021-09-01,13.0
2021-09-02,12.835130342275159
2021-09-03,12.628618131966745
2021-09-04,12.73540281773632
2021-09-05,12.319528207879054
2021-09-06,13.0
2021-09-07,12.706391923558092
2021-09-08,12.70512886526354
2021-09-09,12.894363075009117
2021-09-10,12.824895040461127
2021-09-11,12.751352010276221
2021-09-12,12.450273282225597
2021-09-13,12.831718268913212
2021-09-14,13.0
2021-09-15,13.0
2021-09-16,13.0
2021-09-17,12.544679573515099
2021-09-18,12.40218106797203
2021-09-19,12.661974551444969
2021-09-20,12.716705898356846
2021-09-21,13.0
2021-09-22,12.19169346194475
2021-09-23,13.0
2021-09-24,12.649994081508044
2021-09-25,12.567759306208487
2021-09-26,12.39025032629782
2021-09-27,12.195114060024535
2021-09-28,12.935843755180391
2021-09-29,12.707842377946946
2021-09-30,12.295446917532471
2021-10-01,12.290134558355891
2021-10-02,12.573781704769823
2021-10-03,13.0
2021-10-04,12.587270340377245
2021-10-05,12.208979342844648
2021-10-06,12.580615266479402
2021-10-07,12.566580200309819
2021-10-08,11.833035252905585
2021-10-09,12.619163515059869
2021-10-10,12.559171070175422
2021-10-11,12.829963592313312
2021-10-12,13.0
2021-10-13,12.943332911605694
2021-10-14,12.516312925407792
2021-10-15,12.256298014995268
2021-10-16,13.0
2021-10-17,12.587564643622983
2021-10-18,12.564250440860748
2021-10-19,12.542777728833919
2021-10-20,12.599058326617008
2021-10-21,12.485619536485206
2021-10-22,12.345804110123211
2021-10-23,12.342503639319212
2021-10-24,12.485080868208495
2021-10-25,12.319915317064757
2021-10-26,12.256818829504244
2021-10-27,12.49002900120875
2021-10-28,12.368735414502012
2021-10-29,12.8832602154232
2021-10-30,11.623314109190897
2021-10-31,12.732312821564918
2021-11-01,12.764659092164298
2021-11-02,11.7545104438383
2021-11-03,12.259140664384004
2021-11-04,12.235663882296214
