Date,BOD (mg/L)
2020-01-01,3.1756674852021676
2020-01-02,3.139706556081492
2020-01-03,3.174808009347382
2020-01-04,3.2143959477001673
2020-01-05,3.1223759580818315
2020-01-06,3.1182354833527373
2020-01-07,3.204782435956997
2020-01-08,3.1600949762236885
2020-01-09,3.09417416014712
2020-01-10,3.1407249240116153
2020-01-11,3.086400682676935
2020-01-12,3.082286521020496
2020-01-13,3.1137005444141854
2020-01-14,3.001996998063205
2020-01-15,3.0075040233819603
2020-01-16,3.061755927450328
2020-01-17,3.0353817706061643
2020-01-18,3.097922489711298
2020-01-19,3.0330306194467673
2020-01-20,3.0040743615717918
2020-01-21,3.1442668406921146
2020-01-22,3.05602867293519
2020-01-23,3.0670663005992336
2020-01-24,2.9888652750867832
2020-01-25,3.02933779679766
2020-01-26,3.058599816412375
2020-01-27,2.992044305322654
2020-01-28,3.064963750926452
2020-01-29,3.0127773618551013
2020-01-30,3.0249016342011954
2020-01-31,3.006125580086259
2020-02-01,3.125597943172064
2020-02-02,3.0291317863938496
2020-02-03,2.973794146830461
2020-02-04,3.064731343078365
2020-02-05,2.9595385890824586
2020-02-06,3.0280537912286163
2020-02-07,2.9167109910938627
2020-02-08,2.9454239906720763
2020-02-09,3.0188709085958205
2020-02-10,3.04320231865801
2020-02-11,3.01215595028982
2020-02-12,2.9951718699349343
2020-02-13,2.9833248286402996
2020-02-14,2.92193938762015
2020-02-15,2.957419239899288
2020-02-16,2.967986691597351
2020-02-17,3.04154384697268
2020-02-18,3.0036003720409665
2020-02-19,2.8960624602193854
2020-02-20,2.9982776187924096
2020-02-21,2.9607428349858003
2020-02-22,2.944139569327329
2020-02-23,3.0066239917583166
2020-02-24,3.0257110255436266
2020-02-25,3.0189128484322563
2020-02-26,2.9286432173240198
2020-02-27,2.953466700659166
2020-02-28,2.9838821888106835
2020-02-29,3.0145569197822604
2020-03-01,2.9403510022601305
2020-03-02,2.9536266561637663
2020-03-03,2.9062630021420874
2020-03-04,2.9005102145491426
2020-03-05,2.9997586539786725
2020-03-06,3.0258275556725254
2020-03-07,2.9533699447637183
2020-03-08,3.0061740072365093
2020-03-09,2.9731783783410095
2020-03-10,2.922012374274748
2020-03-11,2.9715827427844634
2020-03-12,3.0297324307652134
2020-03-13,2.950430182046139
2020-03-14,3.029917970473847
2020-03-15,2.8202364170203387
2020-03-16,2.9919303997802187
2020-03-17,2.954873063195561
2020-03-18,2.9353297035804484
2020-03-19,2.954701468654936
2020-03-20,2.850642389606271
2020-03-21,2.9390187206740768
2020-03-22,2.967913503080615
2020-03-23,3.024082199427155
2020-03-24,2.9244776337974265
2020-03-25,2.910244076578302
2020-03-26,2.9259323987839787
2020-03-27,2.997215629161616
2020-03-28,2.9683820031285015
2020-03-29,2.9260288660398097
2020-03-30,2.9788260110571714
2020-03-31,2.958735423279379
2020-04-01,3.003105631958742
2020-04-02,2.920435259929718
2020-04-03,2.9400917788770067
2020-04-04,2.9378786118805156
2020-04-05,2.8853892681796807
2020-04-06,2.974523567885154
2020-04-07,2.973994056961018
2020-04-08,2.962491543758335
2020-04-09,2.951871546474457
2020-04-10,2.8942674484120055
2020-04-11,2.945508426656001
2020-04-12,2.950978853278863
2020-04-13,2.9296433146097605
2020-04-14,2.9634037173703662
2020-04-15,2.9934490896400683
