Date,Temperature (°C)
2020-01-01,25.004025542821832
2020-01-02,24.462346728183462
2020-01-03,25.05753949001933
2020-01-04,25.724379524164547
2020-01-05,24.285346314765317
2020-01-06,24.252229084042224
2020-01-07,25.66994461385893
2020-01-08,24.987733701450672
2020-01-09,23.96560352680298
2020-01-10,24.742823409527308
2020-01-11,23.905838384290494
2020-01-12,23.872000266735864
2020-01-13,24.406389263939893
2020-01-14,22.65066388664252
2020-01-15,22.770065054050466
2020-01-16,23.669132407906233
2020-01-17,23.277921716715543
2020-01-18,24.30907885072849
2020-01-19,23.301035325365653
2020-01-20,22.867673412040215
2020-01-21,25.14039423310554
2020-01-22,23.757918863286903
2020-01-23,23.96354168666904
2020-01-24,22.74102292620888
2020-01-25,23.416949284571206
2020-01-26,23.913167567182946
2020-01-27,22.87595701161231
2020-01-28,24.06998921474988
2020-01-29,23.261963418873286
2020-01-30,23.482535573692253
2020-01-31,23.20832199579831
2020-02-01,25.145694819180086
2020-02-02,23.62765540125562
2020-02-03,22.767268803061324
2020-02-04,24.246868709468195
2020-02-05,22.587971252671256
2020-02-06,23.70797576783083
2020-02-07,21.949819879198987
2020-02-08,22.43211750581724
2020-02-09,23.629711763114212
2020-02-10,24.041005181262246
2020-02-11,23.565794914794548
2020-02-12,23.315115646524177
2020-02-13,23.14615715088668
2020-02-14,22.18410630481423
2020-02-15,22.771416235836416
2020-02-16,22.959638024394895
2020-02-17,24.155199666269006
2020-02-18,23.566250292155118
2020-02-19,21.863283619609987
2020-02-20,23.515854538097194
2020-02-21,22.931909767719876
2020-02-22,22.68234775449625
2020-02-23,23.697662449602877
2020-02-24,24.01808801334739
2020-02-25,23.923814835104526
2020-02-26,22.493458729303104
2020-02-27,22.90404865493284
2020-02-28,23.40356288304689
2020-02-29,23.906673409107025
2020-03-01,22.73113832294293
2020-03-02,22.9547496586446
2020-03-03,22.207570027534285
2020-03-04,22.125599066760874
2020-03-05,23.72307956078706
2020-03-06,24.149116456808528
2020-03-07,22.99815550947761
2020-03-08,23.850805217048883
2020-03-09,23.33008143674713
2020-03-10,22.518051092355936
2020-03-11,23.31722018447907
2020-03-12,24.253074072708095
2020-03-13,22.989111040725128
2020-03-14,24.265201226116375
2020-03-15,20.913993294526808
2020-03-16,23.66420419999184
2020-03-17,23.073803332859754
2020-03-18,22.76303468845724
2020-03-19,23.07431605985369
2020-03-20,21.41011155100981
2020-03-21,22.824281010257607
2020-03-22,23.286153053249617
2020-03-23,24.183815213313846
2020-03-24,22.588512983069954
2020-03-25,22.358555171469142
2020-03-26,22.606756372838014
2020-03-27,23.743885880373753
2020-03-28,23.278556468891885
2020-03-29,22.59632684681166
2020-03-30,23.435915061702712
2020-03-31,23.108714405974247
2020-04-01,23.81230305188309
2020-04-02,22.482660841886805
2020-04-03,22.789669372376945
2020-04-04,22.74618563379126
2020-04-05,21.897708166184596
2020-04-06,23.314636653907062
2020-04-07,23.2963745645601
2020-04-08,23.10197773272366
2020-04-09,22.921137518445597
2020-04-10,21.98799129047588
2020-04-11,22.79580928414186
2020-04-12,22.87074501962019
2020-04-13,22.516235609189437
2020-04-14,23.042715454296527
2020-04-15,23.50921305984636
2020-04-16,24.709686981663936
2020-04-17,23.355699557346373
2020-04-18,23.437905292691482
2020-04-19,23.188659857098582
2020-04-20,21.73007031830157
2020-04-21,23.26126098308902
2020-04-22,23.348549984897765
2020-04-23,25.28935687871927
2020-04-24,23.183769975443486
2020-04-25,23.59828476726206
2020-04-26,23.349152466221085
2020-04-27,22.462335393555023
2020-04-28,24.33236693809846
2020-04-29,24.040954724007868
2020-04-30,24.09399590386656
2020-05-01,22.755878419207086
2020-05-02,24.628291273355767
2020-05-03,22.407685103838205
2020-05-04,24.02219759844839
2020-05-05,25.329051256084433
2020-05-06,22.808654285792155
2020-05-07,23.172856281870448
2020-05-08,23.73083385440422
2020-05-09,23.273950240222483
2020-05-10,22.46221013307713
2020-05-11,23.78398577806447
2020-05-12,22.90606353213738
2020-05-13,24.161920204277894
2020-05-14,23.07500723869143
2020-05-15,25.07834697710643
2020-05-16,23.239993853548775
2020-05-17,23.63748016070022
2020-05-18,24.574803430819134
2020-05-19,22.968477332121736
2020-05-20,24.164626059979096
2020-05-21,25.058163103105986
2020-05-22,22.75654573211944
2020-05-23,24.220606545020143
2020-05-24,24.311447551917915
2020-05-25,24.759907112320985
2020-05-26,23.1760522260729
2020-05-27,23.14065873112063
2020-05-28,24.646226440006306
2020-05-29,24.498138652805203
2020-05-30,24.493042035923956
2020-05-31,24.602112768409356
2020-06-01,23.81344089935248
2020-06-02,24.575960508416227
2020-06-03,24.657493112877727
2020-06-04,23.884602550510696
2020-06-05,25.981913018683432
2020-06-06,24.90172080471753
2020-06-07,23.60311417622955
2020-06-08,25.115033887169822
2020-06-09,23.843801244131654
2020-06-10,25.287081394631006
2020-06-11,25.618258821877358
2020-06-12,24.068896601092103
2020-06-13,25.53028481359675
2020-06-14,25.124021346654327
2020-06-15,25.4857185305207
2020-06-16,26.37982953251852
2020-06-17,24.700450172751196
2020-06-18,24.328167845268517
2020-06-19,24.25396174398791
2020-06-20,24.34735177202765
2020-06-21,24.97274534478039
2020-06-22,25.341764803098805
2020-06-23,25.324591973910522
2020-06-24,25.79935145283346
2020-06-25,25.18233111097722
2020-06-26,26.369030656620723
2020-06-27,25.02869062320834
2020-06-28,27.450692877498224
2020-06-29,25.809151519540567
2020-06-30,24.65686024322993
2020-07-01,24.5197394212376
2020-07-02,25.79618693193179
2020-07-03,25.26507279774765
2020-07-04,26.048545927285573
2020-07-05,25.88929668989121
2020-07-06,25.48565318494271
2020-07-07,24.899529891306496
2020-07-08,24.397964669563883
2020-07-09,25.28532736173111
2020-07-10,26.360164834647005
2020-07-11,25.878627239656907
2020-07-12,24.742858062811756
2020-07-13,25.90987155316816
2020-07-14,26.111229882195016
2020-07-15,25.127301256263728
2020-07-16,25.988531269857283
2020-07-17,25.943025658237623
2020-07-18,25.0127243035412
2020-07-19,26.243697568510203
2020-07-20,26.436178721414542
2020-07-21,26.883782882244432
2020-07-22,26.889872856359023
2020-07-23,24.973874848710928
2020-07-24,25.35461059440314
2020-07-25,26.54543172634916
2020-07-26,26.572629307637367
2020-07-27,26.601491522966366
2020-07-28,29.29913893275403
2020-07-29,26.70080590543627
2020-07-30,27.17931711392483
2020-07-31,27.060460532864525
2020-08-01,26.844382237529196
2020-08-02,26.096671841953615
2020-08-03,26.98128091084195
2020-08-04,25.780656482473237
2020-08-05,26.233858359171542
2020-08-06,26.05899723832854
2020-08-07,26.53633335743703
2020-08-08,28.345671028731918
2020-08-09,25.022799462883725
2020-08-10,27.087837806067487
2020-08-11,25.27041900518983
2020-08-12,26.204345820882008
2020-08-13,27.473882653923244
2020-08-14,26.674502133291092
2020-08-15,25.780757284261384
2020-08-16,26.09009828532364
2020-08-17,27.224915010416698
2020-08-18,26.115340877681348
2020-08-19,26.890694788217186
2020-08-20,26.771370181382245
2020-08-21,26.230503132203832
2020-08-22,28.48329029134699
2020-08-23,27.291097910773505
2020-08-24,25.179147669978402
2020-08-25,26.963191077420813
2020-08-26,26.298826804555958
2020-08-27,27.523889243270247
2020-08-28,26.221066776412233
