Date,BOD (mg/L)
2020-01-01,3.8710022593836926
2020-01-02,3.8007652037069635
2020-01-03,3.8726465857178245
2020-01-04,3.9534941134484285
2020-01-05,3.7711184654364636
2020-01-06,3.7644940342253954
2020-01-07,3.939236153841343
2020-01-08,3.85150065654096
2020-01-09,3.7212891685166927
2020-01-10,3.8160110792903033
2020-01-11,3.7089727384268465
2020-01-12,3.7023438385613883
2020-01-13,3.7667601164940168
2020-01-14,3.5449295920079713
2020-01-15,3.557508080760875
2020-01-16,3.667563733335705
2020-01-17,3.616354210563174
2020-01-18,3.7429609301899815
2020-01-19,3.6146885096044032
2020-01-20,3.5582729044881605
2020-01-21,3.8401399204858144
2020-01-22,3.665130350686573
2020-01-23,3.688656645052532
2020-01-24,3.5336894764145836
2020-01-25,3.616052820385752
2020-01-26,3.675978158053997
2020-01-27,3.5442510169678005
2020-01-28,3.691455961849236
2020-01-29,3.5884310051697854
2020-01-30,3.6140087397260467
2020-01-31,3.5777667958934263
2020-02-01,3.8180022727654808
2020-02-02,3.6263409137354
2020-02-03,3.516916416349619
2020-02-04,3.7000210471674477
2020-02-05,3.4908448695325127
2020-02-06,3.6290633378658805
2020-02-07,3.407544183272584
2020-02-08,3.4661146640973537
2020-02-09,3.614130678470695
2020-02-10,3.663893041452725
2020-02-11,3.602876886087511
2020-02-12,3.5699620262481297
2020-02-13,3.547297651912693
2020-02-14,3.425532580384891
2020-02-15,3.497473899670965
2020-02-16,3.5195659311365666
2020-02-17,3.667612599680666
2020-02-18,3.592632961056915
2020-02-19,3.378439133243762
2020-02-20,3.5837258694557512
2020-02-21,3.509486890368954
2020-02-22,3.477084870917607
2020-02-23,3.602831912590123
2020-02-24,3.641757631319721
2020-02-25,3.6288861598739333
2020-02-26,3.4490447972539786
2020-02-27,3.499362473537641
2020-02-28,3.5608367707251647
2020-02-29,3.622801974194063
2020-03-01,3.474978118859303
2020-03-02,3.5020894703287495
2020-03-03,3.407894103947219
2020-03-04,3.3968922107970143
2020-03-05,3.5958643628137605
2020-03-06,3.6484488896474563
2020-03-07,3.503951709190342
2020-03-08,3.6099490695362553
2020-03-09,3.5443181258465675
2020-03-10,3.4423174037474946
2020-03-11,3.541760300565309
2020-03-12,3.658332620553661
2020-03-13,3.499971770491623
2020-03-14,3.659161625874435
2020-03-15,3.2399833651507466
2020-03-16,3.5835266897358546
2020-03-17,3.50953784247766
2020-03-18,3.4705473787193997
2020-03-19,3.5093575653786075
2020-03-20,3.3012764450780154
2020-03-21,3.4780365153217727
2020-03-22,3.5358038563592182
2020-03-23,3.648089399978278
2020-03-24,3.4487988097104094
2020-03-25,3.420220650467419
2020-03-26,3.4514566971826746
2020-03-27,3.5938530490126266
2020-03-28,3.5359862271987956
2020-03-29,3.451050981588355
2020-03-30,3.556386966353741
2020-03-31,3.5159182282339674
2020-04-01,3.6043419109446453
2020-04-02,3.438655354010002
2020-04-03,3.477593603271255
2020-04-04,3.472763615946181
2020-04-05,3.367352530124846
2020-04-06,3.5451601141575373
2020-04-07,3.543611596581227
2020-04-08,3.5200887391461846
2020-04-09,3.4983027316916284
2020-04-10,3.3825205026182004
2020-04-11,3.484400576194294
2020-04-12,3.4947118749156445
2020-04-13,3.4513837579911844
2020-04-14,3.5182202335592656
2020-04-15,3.577599560560399
2020-04-16,3.7287662422601557
2020-04-17,3.5606652426993644
2020-04-18,3.5721280350949307
2020-04-19,3.5421987263656862
2020-04-20,3.361140336578257
2020-04-21,3.5538430291447574
2020-04-22,3.566096184383092
2020-04-23,3.810076848994737
2020-04-24,3.5482956529755643
2020-04-25,3.6015641129123956
2020-04-26,3.571913199426531
2020-04-27,3.4625877609681766
2020-04-28,3.697904018748791
2020-04-29,3.6630749628403674
2020-04-30,3.6713372639507296
2020-05-01,3.505738931129101
2020-05-02,3.741490596014988
2020-05-03,3.465648084535178
2020-05-04,3.669228094061662
2020-05-05,3.834382913668288
2020-05-06,3.5211630366662727
2020-05-07,3.568549120150256
2020-05-08,3.640187688975586
2020-05-09,3.5849985872914685
2020-05-10,3.485481832479394
2020-05-11,3.6526833771245317
2020-05-12,3.5449509292510424
2020-05-13,3.703968495017468
2020-05-14,3.570166901792314
2020-05-15,3.8226733311202334
2020-05-16,3.5949939682499292
2020-05-17,3.6468197231123844
2020-05-18,3.766149653121647
2020-05-19,3.567547325410384
2020-05-20,3.7192776159195713
2020-05-21,3.8332040553642517
2020-05-22,3.547758140497562
2020-05-23,3.73304327749209
2020-05-24,3.746696542728678
2020-05-25,3.8050720501575586
2020-05-26,3.609427487867265
2020-05-27,3.607359143009183
2020-05-28,3.797928794064247
2020-05-29,3.7818086501670494
2020-05-30,3.783578836164039
2020-05-31,3.7996356611120525
2020-06-01,3.7034896631652052
2020-06-02,3.8012568798535846
2020-06-03,3.8139142741776246
2020-06-04,3.7197815951837208
2020-06-05,3.984436133068001
2020-06-06,3.851914185688799
2020-06-07,3.692101045078069
2020-06-08,3.8836135609159355
2020-06-09,3.7272411490399704
2020-06-10,3.9101912027016543
2020-06-11,3.954136029635028
2020-06-12,3.763020259319523
2020-06-13,3.948254394964691
2020-06-14,3.900037413714676
2020-06-15,3.9478200965044703
2020-06-16,4.062158327544466
2020-06-17,3.8548133215104112
2020-06-18,3.8108577389151526
2020-06-19,3.804163214575114
2020-06-20,3.818418971503456
2020-06-21,3.8991751715209237
2020-06-22,3.9478838421307625
2020-06-23,3.9483169468223034
2020-06-24,4.0102392956245305
2020-06-25,3.9356861086827695
2020-06-26,4.0865940866947055
2020-06-27,3.9216175346359456
2020-06-28,4.226928425504267
2020-06-29,4.0242902630422135
2020-06-30,3.8828015020309627
2020-07-01,3.8682014341311866
2020-07-02,4.030289041471766
2020-07-03,3.966422326669081
2020-07-04,4.066869155811589
2020-07-05,4.049465080503829
2020-07-06,4.001500371747955
2020-07-07,3.930713601345403
2020-07-08,3.87048376739393
2020-07-09,3.983856369470243
2020-07-10,4.120649039269992
2020-07-11,4.062879823283569
2020-07-12,3.9233159392850707
2020-07-13,4.071583455082561
2020-07-14,4.099126933655273
2020-07-15,3.9784916974248135
2020-07-16,4.088482747614725
2020-07-17,4.085112608540764
2020-07-18,3.9711230785780782
2020-07-19,4.127272272081144
2020-07-20,4.153588672700814
2020-07-21,4.211773501858369
2020-07-22,4.21474644814971
2020-07-23,3.9774351318196106
2020-07-24,4.027191621275535
2020-07-25,4.1781842292373135
2020-07-26,4.183698704472741
2020-07-27,4.18939544341491
2020-07-28,4.528663897111523
2020-07-29,4.205907750445664
2020-07-30,4.267729484374131
2020-07-31,4.2548520007633135
2020-08-01,4.229792972427491
2020-08-02,4.138250523069144
2020-08-03,4.250718028938794
2020-08-04,4.1025008093669015
2020-08-05,4.160980788238708
2020-08-06,4.140921260535455
2020-08-07,4.202354223124226
2020-08-08,4.430254691745972
2020-08-09,4.01659580413225
2020-08-10,4.2763919497910265
2020-08-11,4.050846753309345
2020-08-12,4.169185076123767
2020-08-13,4.329439494966607
2020-08-14,4.23104362551249
2020-08-15,4.120816143528035
2020-08-16,4.1609378796203265
2020-08-17,4.304207137147259
2020-08-18,4.166890173439297
2020-08-19,4.265151442268519
2020-08-20,4.25153972588222
2020-08-21,4.185196647297116
2020-08-22,4.468021412909878
2020-08-23,4.320184440815621
2020-08-24,4.057338089195137
2020-08-25,4.281450956597997
2020-08-26,4.199472548797295
2020-08-27,4.353631848566277
2020-08-28,4.191764599588408
2020-08-29,4.26206124738248
2020-08-30,4.326441151074804
2020-08-31,4.364814074387869
2020-09-01,4.160392965812484
2020-09-02,4.249043807052667
2020-09-03,4.236957382432825
2020-09-04,4.220963051804571
2020-09-05,4.464570992768713
2020-09-06,4.330138353165064
2020-09-07,4.165050941168758
2020-09-08,4.384308782814121
2020-09-09,4.5060051464021
2020-09-10,4.398186303012709
2020-09-11,4.14403600143954
2020-09-12,4.248465476480548
2020-09-13,4.424378277676243
2020-09-14,4.227600651896994
2020-09-15,4.343311932057886
2020-09-16,4.376837573805159
2020-09-17,4.2070069573380655
2020-09-18,4.293954865185777
2020-09-19,3.975869561887569
2020-09-20,4.197527899328466
2020-09-21,4.274561697135627
2020-09-22,4.174773568037528
2020-09-23,4.46240799473932
2020-09-24,4.155649422905604
2020-09-25,4.254037675770581
2020-09-26,4.310376797435575
2020-09-27,4.440572954503994
2020-09-28,4.151884820974992
2020-09-29,4.410695635201028
2020-09-30,4.294193926893952
2020-10-01,4.193694611553401
2020-10-02,4.336614567679274
2020-10-03,4.308753248208972
2020-10-04,4.227153425493746
2020-10-05,4.292368427924661
2020-10-06,4.244955767108743
2020-10-07,4.292824133177303
2020-10-08,4.345557699456974
2020-10-09,4.435706138970704
2020-10-10,4.150970988635487
2020-10-11,4.485592909880818
2020-10-12,4.074507508924987
2020-10-13,4.251854940920199
2020-10-14,4.323073572686145
2020-10-15,4.289441507703377
2020-10-16,4.196065764311904
2020-10-17,4.23441070401607
2020-10-18,4.202704788123531
2020-10-19,4.1897460517893075
2020-10-20,4.330217060922068
2020-10-21,4.277430416496435
2020-10-22,4.16880866341516
2020-10-23,4.32433017931078
2020-10-24,4.261271631577225
2020-10-25,4.307901432462263
2020-10-26,4.285554862720739
2020-10-27,4.135573644420839
2020-10-28,4.158241838011789
2020-10-29,4.284682977059142
2020-10-30,4.266592471659564
2020-10-31,4.198976571616388
2020-11-01,4.208221542670317
2020-11-02,4.3195895112134375
2020-11-03,4.127913626586802
2020-11-04,4.236943182159875
2020-11-05,4.157093225511402
2020-11-06,4.150541243468084
2020-11-07,4.277103230884133
2020-11-08,4.244604177782437
2020-11-09,4.23817284889469
2020-11-10,4.282053006553767
2020-11-11,4.148214224148607
2020-11-12,4.208844922419465
2020-11-13,4.104087425257643
2020-11-14,4.161925542410574
2020-11-15,4.110821399527302
2020-11-16,4.127795771915532
2020-11-17,4.171807721808464
2020-11-18,4.024602888082994
2020-11-19,4.309735452946856
2020-11-20,3.9939073446935054
2020-11-21,3.967044941790773
2020-11-22,4.198173764753391
2020-11-23,4.155373783136492
2020-11-24,4.132412117693037
2020-11-25,4.126576934452676
2020-11-26,4.056211433377896
2020-11-27,3.9613577489330027
2020-11-28,4.0522659481112795
2020-11-29,3.9705287539170824
2020-11-30,4.129275366231587
2020-12-01,4.010537078224116
2020-12-02,3.9361354080301454
2020-12-03,3.979953685914387
2020-12-04,4.046759342518765
2020-12-05,3.9424364169119768
2020-12-06,3.909900228535602
2020-12-07,4.0097770873251095
2020-12-08,4.0031658130283025
2020-12-09,3.921212316753112
2020-12-10,3.9180189746135747
2020-12-11,3.981524672503714
2020-12-12,3.8066908368313
2020-12-13,3.8039172254110225
2020-12-14,3.865970277801636
2020-12-15,3.9096098765222007
2020-12-16,3.955176067506118
2020-12-17,4.064744514896768
2020-12-18,3.9960933384110553
2020-12-19,3.887448945759133
2020-12-20,3.894655580454256
2020-12-21,3.789419687445366
2020-12-22,3.880939793198949
2020-12-23,3.8470488251616692
2020-12-24,3.9013172643404235
2020-12-25,3.779462205717888
2020-12-26,3.9072710485754394
2020-12-27,4.0017746203192255
2020-12-28,3.8308043063863644
2020-12-29,3.8750483670344877
2020-12-30,3.8971077648808867
2020-12-31,3.7812087968939863
2021-01-01,3.943740092263611
2021-01-02,3.9158508739022615
2021-01-03,3.9176453417626385
2021-01-04,3.823890149422079
2021-01-05,3.8969848203346915
2021-01-06,3.937707559044859
2021-01-07,4.026429233070108
2021-01-08,3.9706842662341897
2021-01-09,4.083554852861344
2021-01-10,3.7850203186429017
2021-01-11,3.942546571380161
2021-01-12,3.867251014492249
2021-01-13,4.061544182659181
2021-01-14,3.755427787938236
2021-01-15,3.746027679794101
2021-01-16,3.7638532217154
2021-01-17,3.6052477501656357
2021-01-18,3.7589606947623784
2021-01-19,3.7295776510011542
2021-01-20,3.8145426532693105
2021-01-21,3.827750641171375
2021-01-22,3.9753250646568152
2021-01-23,3.876946208402345
2021-01-24,3.718473929469689
2021-01-25,3.6806496257034342
