Date,BOD (mg/L)
2020-01-01,10.25266994080867
2020-01-02,10.108826224325966
2020-01-03,10.249232037389525
2020-01-04,10.407583790800668
2020-01-05,10.039503832327325
2020-01-06,10.022941933410948
2020-01-07,10.369129743827987
2020-01-08,10.190379904894753
2020-01-09,9.926696640588478
2020-01-10,10.11289969604646
2020-01-11,9.89560273070774
2020-01-12,9.879146084081983
2020-01-13,10.00480217765674
2020-01-14,9.557987992252817
2020-01-15,9.58001609352784
2020-01-16,9.79702370980131
2020-01-17,9.691527082424656
2020-01-18,9.94168995884519
2020-01-19,9.682122477787068
2020-01-20,9.566297446287166
2020-01-21,10.127067362768457
2020-01-22,9.77411469174076
2020-01-23,9.818265202396933
2020-01-24,9.505461100347132
2020-01-25,9.667351187190638
2020-01-26,9.7843992656495
2020-01-27,9.518177221290616
2020-01-28,9.809855003705806
2020-01-29,9.601109447420404
2020-01-30,9.64960653680478
2020-01-31,9.574502320345035
2020-02-01,10.052391772688255
2020-02-02,9.666527145575397
2020-02-03,9.445176587321843
2020-02-04,9.80892537231346
2020-02-05,9.388154356329833
2020-02-06,9.662215164914464
2020-02-07,9.21684396437545
2020-02-08,9.331695962688304
2020-02-09,9.625483634383281
2020-02-10,9.72280927463204
2020-02-11,9.59862380115928
2020-02-12,9.530687479739736
2020-02-13,9.483299314561197
2020-02-14,9.237757550480598
2020-02-15,9.379676959597148
2020-02-16,9.421946766389404
2020-02-17,9.716175387890718
2020-02-18,9.564401488163865
2020-02-19,9.13424984087754
2020-02-20,9.543110475169637
2020-02-21,9.3929713399432
2020-02-22,9.326558277309315
2020-02-23,9.576495967033265
2020-02-24,9.652844102174505
2020-02-25,9.625651393729024
2020-02-26,9.264572869296078
2020-02-27,9.363866802636663
2020-02-28,9.485528755242733
2020-02-29,9.60822767912904
2020-03-01,9.31140400904052
2020-03-02,9.364506624655064
2020-03-03,9.175052008568349
2020-03-04,9.15204085819657
2020-03-05,9.54903461591469
2020-03-06,9.6533102226901
2020-03-07,9.363479779054872
2020-03-08,9.574696028946036
2020-03-09,9.442713513364037
2020-03-10,9.238049497098991
2020-03-11,9.436330971137853
2020-03-12,9.668929723060852
2020-03-13,9.351720728184555
2020-03-14,9.669671881895386
2020-03-15,8.830945668081354
2020-03-16,9.517721599120874
2020-03-17,9.369492252782242
2020-03-18,9.291318814321793
2020-03-19,9.368805874619744
2020-03-20,8.952569558425083
2020-03-21,9.306074882696306
2020-03-22,9.42165401232246
2020-03-23,9.64632879770862
2020-03-24,9.247910535189705
2020-03-25,9.190976306313207
2020-03-26,9.253729595135914
2020-03-27,9.538862516646462
2020-03-28,9.423528012514005
2020-03-29,9.254115464159238
2020-03-30,9.465304044228684
2020-03-31,9.384941693117515
2020-04-01,9.562422527834967
2020-04-02,9.231741039718871
2020-04-03,9.310367115508026
2020-04-04,9.301514447522061
2020-04-05,9.091557072718722
2020-04-06,9.448094271540615
2020-04-07,9.44597622784407
2020-04-08,9.399966175033338
2020-04-09,9.357486185897827
2020-04-10,9.12706979364802
2020-04-11,9.332033706624003
2020-04-12,9.35391541311545
2020-04-13,9.26857325843904
2020-04-14,9.403614869481464
2020-04-15,9.52379635856027
2020-04-16,9.827606310589863
2020-04-17,9.49293421610682
2020-04-18,9.517442568201188
2020-04-19,9.459219111702524
2020-04-20,9.098789402210594
2020-04-21,9.485933266634353
2020-04-22,9.512228950460676
2020-04-23,10.002030016862578
2020-04-24,9.480357180677968
2020-04-25,9.588832915164309
2020-04-26,9.53151858705159
2020-04-27,9.314903304301417
2020-04-28,9.787618906146227
2020-04-29,9.720090755466579
2020-04-30,9.738791562524671
2020-05-01,9.409816700562489
2020-05-02,9.883586774490665
2020-05-03,9.334212764477558
2020-05-04,9.743727380464142
2020-05-05,10.076434502880222
2020-05-06,9.452434407922215
2020-05-07,9.549687686855778
2020-05-08,9.695486654184583
2020-05-09,9.587670250934481
2020-05-10,9.391237752751792
2020-05-11,9.728280294071027
2020-05-12,9.51549250881391
2020-05-13,9.83624161601191
2020-05-14,9.571388466192476
2020-05-15,10.079186607549707
2020-05-16,9.626647585241635
2020-05-17,9.733152383591246
2020-05-18,9.974698271935633
2020-05-19,9.580411529347659
2020-05-20,9.886821043068721
2020-05-21,10.117653000696508
2020-05-22,9.549769512971965
2020-05-23,9.92337650080361
2020-05-24,9.953747217109274
2020-05-25,10.073588981805031
2020-05-26,9.685416255212067
2020-05-27,9.684420688177171
2020-05-28,10.068724906879773
2020-05-29,10.039672391755964
2020-05-30,10.046422447892803
2020-05-31,10.081766742305282
2020-06-01,9.892725393991938
2020-06-02,10.091529514775912
2020-06-03,10.120132061779126
2020-06-04,9.93517155886062
2020-06-05,10.467801607112763
2020-06-06,10.206093818176408
2020-06-07,9.889817787555305
2020-06-08,10.276206221858146
2020-06-09,9.966836956111292
2020-06-10,10.336123776567012
2020-06-11,10.427410295137198
2020-06-12,10.048584764216393
2020-06-13,10.42246718094951
2020-06-14,10.329454487939865
2020-06-15,10.428447233261451
2020-06-16,10.66055616972847
2020-06-17,10.249302709576172
2020-06-18,10.164831155505757
2020-06-19,10.154883757919059
2020-06-20,10.186837943006912
2020-06-21,10.351793014273014
2020-06-22,10.452652006586074
