Date,Nitrate (mg/L)
2020-01-01,1.6256674852021675
2020-01-02,1.5897065560814918
2020-01-03,1.6248080093473816
2020-01-04,1.6643959477001673
2020-01-05,1.5723759580818313
2020-01-06,1.5682354833527368
2020-01-07,1.6547824359569967
2020-01-08,1.6100949762236887
2020-01-09,1.5441741601471197
2020-01-10,1.5907249240116148
2020-01-11,1.536400682676935
2020-01-12,1.532286521020496
2020-01-13,1.5637005444141852
2020-01-14,1.4519969980632048
2020-01-15,1.4575040233819598
2020-01-16,1.5117559274503276
2020-01-17,1.485381770606164
2020-01-18,1.5479224897112975
2020-01-19,1.4830306194467668
2020-01-20,1.4540743615717913
2020-01-21,1.5942668406921146
2020-01-22,1.5060286729351897
2020-01-23,1.5170663005992335
2020-01-24,1.438865275086783
2020-01-25,1.4793377967976598
2020-01-26,1.5085998164123748
2020-01-27,1.4420443053226542
2020-01-28,1.5149637509264515
2020-01-29,1.462777361855101
2020-01-30,1.4749016342011951
2020-01-31,1.4561255800862587
2020-02-01,1.5755979431720635
2020-02-02,1.4791317863938491
2020-02-03,1.4237941468304605
2020-02-04,1.5147313430783649
2020-02-05,1.409538589082458
2020-02-06,1.4780537912286158
2020-02-07,1.3667109910938622
2020-02-08,1.3954239906720762
2020-02-09,1.4688709085958205
2020-02-10,1.4932023186580103
2020-02-11,1.4621559502898198
2020-02-12,1.4451718699349339
2020-02-13,1.4333248286402993
2020-02-14,1.3719393876201496
2020-02-15,1.407419239899287
2020-02-16,1.4179866915973514
2020-02-17,1.4915438469726798
2020-02-18,1.4536003720409663
2020-02-19,1.3460624602193851
2020-02-20,1.4482776187924093
2020-02-21,1.4107428349858002
2020-02-22,1.3941395693273289
2020-02-23,1.4566239917583161
2020-02-24,1.4757110255436263
2020-02-25,1.4689128484322558
2020-02-26,1.3786432173240197
2020-02-27,1.403466700659166
2020-02-28,1.4338821888106832
2020-02-29,1.46455691978226
2020-03-01,1.3903510022601304
2020-03-02,1.403626656163766
2020-03-03,1.356263002142087
2020-03-04,1.3505102145491423
2020-03-05,1.4497586539786727
2020-03-06,1.4758275556725249
2020-03-07,1.4033699447637178
2020-03-08,1.456174007236509
2020-03-09,1.4231783783410092
2020-03-10,1.372012374274748
2020-03-11,1.421582742784463
2020-03-12,1.4797324307652133
2020-03-13,1.4004301820461387
2020-03-14,1.4799179704738465
2020-03-15,1.2702364170203382
2020-03-16,1.4419303997802186
2020-03-17,1.4048730631955604
2020-03-18,1.3853297035804482
2020-03-19,1.4047014686549357
2020-03-20,1.3006423896062709
2020-03-21,1.3890187206740767
2020-03-22,1.4179135030806145
2020-03-23,1.4740821994271547
2020-03-24,1.3744776337974265
2020-03-25,1.3602440765783017
2020-03-26,1.3759323987839784
2020-03-27,1.4472156291616156
2020-03-28,1.4183820031285013
2020-03-29,1.3760288660398097
2020-03-30,1.428826011057171
2020-03-31,1.408735423279379
2020-04-01,1.453105631958742
2020-04-02,1.3704352599297183
2020-04-03,1.3900917788770064
2020-04-04,1.3878786118805153
2020-04-05,1.3353892681796802
2020-04-06,1.4245235678851536
2020-04-07,1.423994056961018
2020-04-08,1.4124915437583345
2020-04-09,1.4018715464744569
2020-04-10,1.3442674484120054
2020-04-11,1.3955084266560005
2020-04-12,1.4009788532788623
2020-04-13,1.3796433146097604
2020-04-14,1.4134037173703662
2020-04-15,1.4434490896400678
2020-04-16,1.5194015776474654
2020-04-17,1.4357335540267047
2020-04-18,1.441860642050297
2020-04-19,1.427304777925631
2020-04-20,1.3371973505526487
2020-04-21,1.4339833166585882
2020-04-22,1.4405572376151694
2020-04-23,1.5630075042156446
2020-04-24,1.4325892951694918
2020-04-25,1.459708228791077
2020-04-26,1.4453796467628974
2020-04-27,1.3912258260753543
2020-04-28,1.5094047265365564
2020-04-29,1.4925226888666447
2020-04-30,1.4971978906311678
2020-05-01,1.4149541751406223
2020-05-02,1.533396693622666
2020-05-03,1.3960531911193894
2020-05-04,1.4984318451160352
2020-05-05,1.5816086257200552
2020-05-06,1.4256086019805538
2020-05-07,1.4499219217139445
2020-05-08,1.4863716635461455
2020-05-09,1.4594175627336203
2020-05-10,1.410309438187948
2020-05-11,1.494570073517757
2020-05-12,1.4413731272034778
2020-05-13,1.5215604040029775
2020-05-14,1.4553471165481189
2020-05-15,1.5822966518874266
2020-05-16,1.4691618963104085
2020-05-17,1.4957880958978111
2020-05-18,1.5561745679839083
2020-05-19,1.4576028823369147
2020-05-20,1.5342052607671803
2020-05-21,1.5919132501741269
2020-05-22,1.4499423782429914
2020-05-23,1.5433441252009024
2020-05-24,1.5509368042773184
2020-05-25,1.5808972454512575
2020-05-26,1.4838540638030167
2020-05-27,1.4836051720442927
2020-05-28,1.5796812267199432
2020-05-29,1.572418097938991
2020-05-30,1.5741056119732009
2020-05-31,1.5829416855763205
2020-06-01,1.5356813484979843
2020-06-02,1.5853823786939778
2020-06-03,1.5925330154447819
2020-06-04,1.546292889715155
