Date,pH
2020-01-01,7.820183816325706
2020-01-02,7.806220645318591
2020-01-03,7.820680845494718
2020-01-04,7.836933933592091
2020-01-05,7.800542020550933
2020-01-06,7.7992999602210755
2020-01-07,7.834330794864636
2020-01-08,7.8168656665128715
2020-01-09,7.790904876114461
2020-01-10,7.809930277421414
2020-01-11,7.788603116339019
2020-01-12,7.787357307538297
2020-01-13,7.800319974682086
2020-01-14,7.756032698195672
2020-01-15,7.7586266178520225
2020-01-16,7.780715340588893
2020-01-17,7.770550375580177
2020-01-18,7.795947983576365
2020-01-19,7.770369065456424
2020-01-20,7.759160789964861
2020-01-21,7.815608296052242
2020-01-22,7.780679720378124
2020-01-23,7.78545753120321
2020-01-24,7.754535841594968
2020-01-25,7.771079425416672
2020-01-26,7.783134557872263
2020-01-27,7.756858323709684
2020-01-28,7.786367615369664
2020-01-29,7.765830015106936
2020-01-30,7.771012021511392
2020-01-31,7.763829140964731
2020-02-01,7.811940773874164
2020-02-02,7.773672049794466
2020-02-03,7.751849689404359
2020-02-04,7.788532127484025
2020-02-05,7.746757358474882
2020-02-06,7.7744604553436085
2020-02-07,7.73021494670876
2020-02-08,7.741986266957131
2020-02-09,7.771645578758092
2020-02-10,7.78165302849738
2020-02-11,7.769503626492895
2020-02-12,7.762973319568538
2020-02-13,7.758491930114143
2020-02-14,7.734189206334208
2020-02-15,7.7486265509278125
2020-02-16,7.753092813624406
2020-02-17,7.782748765222899
2020-02-18,7.767798203060132
2020-02-19,7.725003537289002
2020-02-20,7.766103705484697
2020-02-21,7.751297439093658
2020-02-22,7.744857260796669
2020-02-23,7.7700455789717
2020-02-24,7.777868305275568
2020-02-25,7.775330255125257
2020-02-26,7.739396877581093
2020-02-27,7.749493948318494
2020-02-28,7.761820973800223
2020-02-29,7.77424480157029
2020-03-01,7.744709429488813
2020-03-02,7.750159701965811
2020-03-03,7.731347225772597
2020-03-04,7.72917203124434
2020-03-05,7.768990225305573
2020-03-06,7.779529466844612
2020-03-07,7.750650932821214
2020-03-08,7.771869866660413
2020-03-09,7.758761693627541
2020-03-10,7.738378113509399
2020-03-11,7.758281800862881
2020-03-12,7.781609912061894
2020-03-13,7.749949924418291
2020-03-14,7.781798609421224
2020-03-15,7.697972199585653
2020-03-16,7.766688632455942
2020-03-17,7.75189715429986
2020-03-18,7.744103874321805
2020-03-19,7.751869244479159
2020-03-20,7.710254872308877
2020-03-21,7.745607256763035
2020-03-22,7.757159613781743
2020-03-23,7.779614130051854
2020-03-24,7.73975193904786
2020-03-25,7.734030754959025
2020-03-26,7.740270934417271
2020-03-27,7.768741699336995
2020-03-28,7.7571583564868485
2020-03-29,7.740159858793108
2020-03-30,7.761214140482719
2020-03-31,7.7531060147305535
2020-04-01,7.770774914540287
2020-04-02,7.737620312509528
2020-04-03,7.745389222930113
2020-04-04,7.744403042798494
2020-04-05,7.723299205713244
2020-04-06,7.758837671750869
2020-04-07,7.758503493449204
2020-04-08,7.753773030410713
2020-04-09,7.749388528275461
2020-04-10,7.72620338081335
2020-04-11,7.746549301382974
2020-04-12,7.748580083401025
2020-04-13,7.73988160803682
2020-04-14,7.75321468665278
2020-04-15,7.7650549811760925
2020-04-16,7.795251402800292
2020-04-17,7.76159295527217
2020-04-18,7.763845944568703
2020-04-19,7.757819203798858
2020-04-20,7.7215653490893
2020-04-21,7.7600624256203306
2020-04-22,7.762468322334255
2020-04-23,7.81121846182712
2020-04-24,7.758814983726943
2020-04-25,7.769420205348991
2020-04-26,7.763440335180342
2020-04-27,7.741524357634509
2020-04-28,7.788535532033542
