Date,BOD (mg/L)
2020-01-01,1.1225667485202169
2020-01-02,1.1189706556081493
2020-01-03,1.1224808009347382
2020-01-04,1.126439594770017
2020-01-05,1.1172375958081833
2020-01-06,1.1168235483352738
2020-01-07,1.1254782435956998
2020-01-08,1.121009497622369
2020-01-09,1.1144174160147122
2020-01-10,1.1190724924011615
2020-01-11,1.1136400682676935
2020-01-12,1.1132286521020496
2020-01-13,1.1163700544414188
2020-01-14,1.1051996998063205
2020-01-15,1.105750402338196
2020-01-16,1.1111755927450329
2020-01-17,1.1085381770606164
2020-01-18,1.1147922489711297
2020-01-19,1.1083030619446768
2020-01-20,1.1054074361571793
2020-01-21,1.1194266840692115
2020-01-22,1.110602867293519
2020-01-23,1.1117066300599234
2020-01-24,1.1038865275086782
2020-01-25,1.107933779679766
2020-01-26,1.1108599816412377
2020-01-27,1.1042044305322654
2020-01-28,1.1114963750926452
2020-01-29,1.1062777361855103
2020-01-30,1.1074901634201195
2020-01-31,1.105612558008626
2020-02-01,1.1175597943172064
2020-02-02,1.1079131786393852
2020-02-03,1.1023794146830463
2020-02-04,1.1114731343078366
2020-02-05,1.100953858908246
2020-02-06,1.1078053791228617
2020-02-07,1.0966710991093864
2020-02-08,1.0995423990672077
2020-02-09,1.106887090859582
2020-02-10,1.109320231865801
2020-02-11,1.106215595028982
2020-02-12,1.1045171869934933
2020-02-13,1.10333248286403
2020-02-14,1.097193938762015
2020-02-15,1.1007419239899288
2020-02-16,1.101798669159735
2020-02-17,1.109154384697268
2020-02-18,1.1053600372040968
2020-02-19,1.0946062460219386
2020-02-20,1.104827761879241
2020-02-21,1.10107428349858
2020-02-22,1.099413956932733
2020-02-23,1.1056623991758319
2020-02-24,1.1075711025543629
2020-02-25,1.1068912848432255
2020-02-26,1.0978643217324022
2020-02-27,1.1003466700659168
2020-02-28,1.1033882188810684
2020-02-29,1.1064556919782262
2020-03-01,1.099035100226013
2020-03-02,1.1003626656163767
2020-03-03,1.0956263002142088
2020-03-04,1.0950510214549143
2020-03-05,1.1049758653978674
2020-03-06,1.1075827555672526
2020-03-07,1.100336994476372
2020-03-08,1.105617400723651
2020-03-09,1.102317837834101
2020-03-10,1.0972012374274749
2020-03-11,1.1021582742784464
2020-03-12,1.1079732430765215
2020-03-13,1.100043018204614
2020-03-14,1.1079917970473847
2020-03-15,1.087023641702034
2020-03-16,1.104193039978022
2020-03-17,1.1004873063195562
2020-03-18,1.0985329703580449
2020-03-19,1.1004701468654938
2020-03-20,1.0900642389606272
2020-03-21,1.0989018720674077
2020-03-22,1.1017913503080616
2020-03-23,1.1074082199427155
2020-03-24,1.0974477633797428
2020-03-25,1.0960244076578303
2020-03-26,1.097593239878398
2020-03-27,1.1047215629161615
2020-03-28,1.1018382003128502
2020-03-29,1.097602886603981
2020-03-30,1.1028826011057173
2020-03-31,1.1008735423279379
2020-04-01,1.1053105631958742
2020-04-02,1.0970435259929718
2020-04-03,1.0990091778877007
2020-04-04,1.0987878611880515
2020-04-05,1.093538926817968
2020-04-06,1.1024523567885154
2020-04-07,1.1023994056961017
2020-04-08,1.1012491543758336
2020-04-09,1.1001871546474458
2020-04-10,1.0944267448412006
2020-04-11,1.0995508426656002
2020-04-12,1.1000978853278864
2020-04-13,1.097964331460976
2020-04-14,1.1013403717370367
2020-04-15,1.1043449089640067
2020-04-16,1.1119401577647465
2020-04-17,1.1035733554026705
2020-04-18,1.1041860642050298
2020-04-19,1.102730477792563
2020-04-20,1.093719735055265
2020-04-21,1.1033983316658589
