Date,Dissolved Oxygen (mg/L)
2020-01-01,9.56583384071249
2020-01-02,9.529030510309504
2020-01-03,9.56329272583585
2020-01-04,9.602044838676122
2020-01-05,9.509192683445432
2020-01-06,9.504223949592777
2020-01-07,9.589946794993322
2020-01-08,9.544439624176897
2020-01-09,9.477703736035894
2020-01-10,9.523444308378078
2020-01-11,9.468314996140448
2020-01-12,9.463401122760297
2020-01-13,9.494021030581363
2020-01-14,9.381529200122424
2020-01-15,9.386254006383483
2020-01-16,9.439729988232802
2020-01-17,9.412586435930741
2020-01-18,9.474364514327606
2020-01-19,9.408716984091333
2020-01-20,9.379012270899505
2020-01-21,9.518463721141323
2020-01-22,9.429492170527093
2020-01-23,9.439804278672202
2020-01-24,9.360885811966275
2020-01-25,9.400649183402445
2020-01-26,9.429210553797752
2020-01-27,9.361963102161408
2020-01-28,9.434199520928287
2020-01-29,9.38133922112531
2020-01-30,9.392798898539366
2020-01-31,9.373367762225804
2020-02-01,9.492194749961387
2020-02-02,9.395093115919998
2020-02-03,9.339130085486111
2020-02-04,9.429452162573005
2020-02-05,9.32365474339866
2020-02-06,9.391575913524292
2020-02-07,9.279649890551433
2020-02-08,9.307790649295477
2020-02-09,9.380676477956294
2020-02-10,9.40445811658966
2020-02-11,9.372873457535885
2020-02-12,9.355362726745803
2020-02-13,9.343000831324252
2020-02-14,9.281112485047855
2020-02-15,9.316101529963092
2020-02-16,9.326190417626421
2020-02-17,9.399281394105028
2020-02-18,9.360884263553476
2020-02-19,9.25290535381689
2020-02-20,9.354692302856945
2020-02-21,9.316742224787124
2020-02-22,9.299736703195855
2020-02-23,9.36183202722157
2020-02-24,9.380543235427394
2020-02-25,9.373382616927547
2020-02-26,9.28276403602105
2020-02-27,9.307252164549512
2020-02-28,9.337345992258784
2020-02-29,9.36771285246749
2020-03-01,9.29321294509061
2020-03-02,9.306208577163158
2020-03-03,9.258578952310566
2020-03-04,9.252574323699777
2020-03-05,9.351585126550466
2020-03-06,9.377430666521322
2020-03-07,9.304764034932266
2020-03-08,9.35737347970489
2020-03-09,9.324197693758736
2020-03-10,9.27286604667575
2020-03-11,9.32228533528627
2020-03-12,9.380298551253597
2020-03-13,9.300874478846467
2020-03-14,9.380255128010477
2020-03-15,9.170481151465303
2020-03-16,9.342097454692512
2020-03-17,9.30497720515229
2020-03-18,9.285385717801198
2020-03-19,9.304724154620569
2020-03-20,9.200646556673535
2020-03-21,9.289019183687268
2020-03-22,9.31792507798162
2020-03-23,9.374119698865172
2020-03-24,9.27455586273965
2020-03-25,9.260377827922895
2020-03-26,9.276136448976619
2020-03-27,9.347504733816919
2020-03-28,9.318770892657605
2020-03-29,9.276532241285443
2020-03-30,9.329458538937473
2020-03-31,9.309511732441775
2020-04-01,9.354040308445162
2020-04-02,9.271542842854437
2020-04-03,9.291386756118387
2020-04-04,9.28937541578794
2020-04-05,9.237102271296937
2020-04-06,9.326467078691538
2020-04-07,9.326182315631424
2020-04-08,9.314938717943578
2020-04-09,9.3045917271031
2020-04-10,9.247274645514912
2020-04-11,9.298816565214855
2020-04-12,9.304601769099902
2020-04-13,9.28359475022393
2020-04-14,9.3176973179611
2020-04-15,9.348098398999936
2020-04-16,9.424420034164854
2020-04-17,9.341134486703728
2020-04-18,9.34765726655313
2020-04-19,9.333510192668419
2020-04-20,9.24382453281617
2020-04-21,9.341045118744798
2020-04-22,9.348066383038795
2020-04-23,9.47097658393392
2020-04-24,9.341030763851201
2020-04-25,9.368634401125956
2020-04-26,9.35480269381253
2020-04-27,9.301157771666622
2020-04-28,9.419857443698719
2020-04-29,9.403507896313107
2020-04-30,9.408727149286973
2020-05-01,9.327038884716695
2020-05-02,9.44604808923784
2020-05-03,9.30928233997119
2020-05-04,9.412249643201239
2020-05-05,9.496025794605968
2020-05-06,9.340635685627973
2020-05-07,9.365569283352762
2020-05-08,9.402649482604499
2020-05-09,9.376335831821507
2020-05-10,9.327877960136199
2020-05-11,9.41279845847325
2020-05-12,9.360270789781435
2020-05-13,9.441136560497222
2020-05-14,9.375610782200082
2020-05-15,9.503256638214738
2020-05-16,9.390826808495852
2020-05-17,9.418166330239432
2020-05-18,9.479274309406994
2020-05-19,9.381432101968636
2020-05-20,9.458771713574574
2020-05-21,9.517224472666129
2020-05-22,9.376005686237203
2020-05-23,9.470166611655761
2020-05-24,9.4785253371903
2020-05-25,9.509258465823738
2020-05-26,9.412994383672402
2020-05-27,9.413530772583995
2020-05-28,9.510398056407764
2020-05-29,9.503931870794458
2020-05-30,9.506421805864383
2020-05-31,9.516065540596616
2020-06-01,9.469617865413365
2020-06-02,9.520136317461164
2020-06-03,9.528108893800752
2020-06-04,9.48269498183845
2020-06-05,9.616682737022384
2020-06-06,9.552089816243805
2020-06-07,9.473858371238618
2020-06-08,9.571296330471105
2020-06-09,9.49479790353566
2020-06-10,9.58796628693268
2020-06-11,9.611637132751087
2020-06-12,9.517782252448436
2020-06-13,9.61210639299241
2020-06-14,9.589708537112594
2020-06-15,9.615313568378491
2020-06-16,9.674198921092003
2020-06-17,9.57224469403288
2020-06-18,9.551986708295303
2020-06-19,9.550360271671973
2020-06-20,9.55920948575173
2020-06-21,9.601308921376045
2020-06-22,9.627384082227657
2020-06-23,9.629320440133478
2020-06-24,9.661999890492497
2020-06-25,9.62643953421513
2020-06-26,9.703607213092097
2020-06-27,9.622829571807909
2020-06-28,9.777192089963462
2020-06-29,9.677576013587535
2020-06-30,9.608530065433628
2020-07-01,9.602923388049918
2020-07-02,9.685654970722746
2020-07-03,9.655403314634958
2020-07-04,9.70730185450639
2020-07-05,9.700267869763533
2020-07-06,9.677946001627388
2020-07-07,9.644205043960763
2020-07-08,9.615734006162594
2020-07-09,9.67405515090436
2020-07-10,9.744076809594407
2020-07-11,9.716807523859423
2020-07-12,9.648630423931603
2020-07-13,9.724358068165643
2020-07-14,9.739712265748235
2020-07-15,9.68096520897364
2020-07-16,9.737518933062406
2020-07-17,9.737379238444422
2020-07-18,9.681916566379325
2020-07-19,9.761509520052151
2020-07-20,9.776171891366406
2020-07-21,9.806753845314397
2020-07-22,9.809714784811412
2020-07-23,9.692518083063636
2020-07-24,9.71883934195453
2020-07-25,9.795762290247769
2020-07-26,9.799929379581751
2020-07-27,9.804170390403533
2020-07-28,9.975179635567274
2020-07-29,9.815158550066919
2020-07-30,9.847407972276084
2020-07-31,9.842288956485154
2020-08-01,9.831059948037973
2020-08-02,9.786569623417867
2020-08-03,9.844064291191765
2020-08-04,9.771196237388617
2020-08-05,9.801656056347534
2020-08-06,9.79282503409732
2020-08-07,9.824718813858512
2020-08-08,9.939824554642643
2020-08-09,9.734128482913983
2020-08-10,9.86513745758391
2020-08-11,9.75345296176175
2020-08-12,9.813687103737562
2020-08-13,9.89485585630077
2020-08-14,9.846675718656982
2020-08-15,9.79255572709426
2020-08-16,9.813586002446744
2020-08-17,9.886165409137078
2020-08-18,9.818426795872403
