Date,Fecal Coliform (MPN/100mL)
2020-01-01,48.6603511785358
2020-01-02,48.02147846718675
2020-01-03,48.661697003368175
2020-01-04,49.382638148843476
2020-01-05,47.734599991836966
2020-01-06,47.66835403794887
2020-01-07,49.23444025686269
2020-01-08,48.43826309249431
2020-01-09,47.25983912376042
2020-01-10,48.105854788544434
2020-01-11,47.13606915354971
2020-01-12,47.07001136097091
2020-01-13,47.643404937783565
2020-01-14,45.6406239445455
2020-01-15,45.74757259086006
2020-01-16,46.731866086281144
2020-01-17,46.264825217665184
2020-01-18,47.39818456864029
2020-01-19,46.23768750359615
2020-01-20,45.72395941501514
2020-01-21,48.25483432796599
2020-01-22,46.67388113691438
2020-01-23,46.87981363005653
2020-01-24,45.479369582767184
2020-01-25,46.21496647631004
2020-01-26,46.74868932156899
2020-01-27,45.55760952742023
2020-01-28,46.87698981665779
2020-01-29,45.944373920689735
2020-01-30,46.1692567722398
2020-01-31,45.8378386201572
2020-02-01,47.99479490920391
2020-02-02,46.26475885982779
2020-02-03,45.27493525639178
2020-02-04,46.91795598046416
2020-02-05,45.03053306032223
2020-02-06,46.26974701915833
2020-02-07,44.27140884511382
2020-02-08,44.793965245863376
2020-02-09,46.12162066112004
2020-02-10,46.565083756527706
2020-02-11,46.01163203275611
2020-02-12,45.71118509072012
2020-02-13,45.503086888685864
2020-02-14,44.40317800288565
2020-02-15,45.046723417549124
2020-02-16,45.24172318846164
2020-02-17,46.57041377418477
2020-02-18,45.89196778161231
2020-02-19,43.96069534797389
2020-02-20,45.80485029761803
2020-02-21,45.13337713173117
2020-02-22,44.838540909206664
2020-02-23,45.96715149701715
2020-02-24,46.314476360947616
2020-02-25,46.195733586827714
2020-02-26,44.57436972486205
2020-02-27,45.02454597296153
2020-02-28,45.57524136411129
2020-02-29,46.1304652292284
2020-03-01,44.79769861237756
2020-03-02,45.03946060095388
2020-03-03,44.18957453687279
2020-03-04,44.08854277037821
2020-03-05,45.87739104589818
2020-03-06,46.34886489361748
2020-03-07,45.046718104061455
2020-03-08,45.99913740557335
2020-03-09,45.407017655960914
2020-03-10,44.487686012935455
2020-03-11,45.38146344510225
2020-03-12,46.42952254889001
2020-03-13,45.00330030882722
2020-03-14,46.435151893162946
2020-03-15,42.66180816191644
2020-03-16,45.75307664692102
2020-03-17,45.08667371795279
2020-03-18,44.73537452224058
2020-03-19,45.084399576132526
2020-03-20,43.21152134224024
2020-03-21,44.80233234200148
2020-03-22,45.32232730644101
2020-03-23,46.33310459530863
2020-03-24,44.53981511893146
2020-03-25,44.283055864963515
2020-03-26,44.564742676185205
2020-03-27,45.84699027835605
2020-03-28,45.32698716102199
2020-03-29,44.56348583626025
2020-03-30,45.512542920226075
2020-03-31,45.14947452740486
2020-04-01,45.94655461039316
2020-04-02,44.456758849487755
2020-04-03,44.808702247372324
2020-04-04,44.76684697477503
2020-04-05,43.81987679606168
2020-04-06,45.42198911386892
2020-04-07,45.41001043859428
2020-04-08,45.2003760457976
2020-04-09,45.0064860302538
2020-04-10,43.966742100387044
2020-04-11,44.88607029421947
2020-04-12,44.98139020080912
2020-04-13,44.594065306834004
2020-04-14,45.19833090675926
2020-04-15,45.735590519922546
2020-04-16,47.099043832480504
2020-04-17,45.589194645710464
2020-04-18,45.695525311877034
2020-04-19,45.42943185523348
2020-04-20,43.80328048731247
2020-04-21,45.54108167899249
2020-04-22,45.65493882283681
2020-04-23,47.85444427869884
2020-04-24,45.50219262623376
2020-04-25,45.98548639489059
2020-04-26,45.72260317123584
2020-04-27,44.742745413443714
2020-04-28,46.86475790603641
2020-04-29,46.555556325134994
2020-04-30,46.63426944480299
2020-05-01,45.14832805677049
2020-05-02,47.27462652905627
2020-05-03,44.796665951631
2020-05-04,46.63359523123659
2020-05-05,48.12478357410188
2020-05-06,45.31068399917579
2020-05-07,45.742120974462836
2020-05-08,46.39191175324709
