Date,Temperature (°C)
2020-01-01,25.453347741815254
2020-01-02,25.110586476254714
2020-01-03,25.47838576370443
2020-01-04,25.89098165748261
2020-01-05,24.987425073546323
2020-01-06,24.962585508726587
2020-01-07,25.84453717884346
2020-01-08,25.414056803172713
2020-01-09,24.77115008369573
2020-01-10,25.252861552786882
2020-01-11,24.725720557499116
2020-01-12,24.700573175408923
2020-01-13,25.030595720798317
2020-01-14,23.92932593944767
2020-01-15,24.00004057378915
2020-01-16,24.55807805885377
2020-01-17,24.3097243995701
2020-01-18,24.950384404786842
2020-01-19,24.31657890157636
2020-01-20,24.04198542916369
2020-01-21,25.458730797936997
2020-01-22,24.591016777513833
2020-01-23,24.715903444532987
2020-01-24,23.94824201327801
2020-01-25,24.36715023588092
2020-01-26,24.673783416416224
2020-01-27,24.022067116451463
2020-01-28,24.764922109227847
2020-01-29,24.256536433146845
2020-01-30,24.391071055248517
2020-01-31,24.216412158071673
2020-02-01,25.42404329593417
2020-02-02,24.472091273415508
2020-02-03,23.931222695191583
2020-02-04,24.852897040890827
2020-02-05,23.813062804500547
2020-02-06,24.510095466372647
2020-02-07,23.40833192178722
2020-02-08,23.706906734252772
2020-02-09,24.452597698748747
2020-02-10,24.706907227947145
2020-02-11,24.407209357976914
2020-02-12,24.247901563131954
2020-02-13,24.139728232723936
2020-02-14,23.535931927647415
2020-02-15,23.90054659771678
2020-02-16,24.01579239539215
2020-02-17,24.760687527079863
2020-02-18,24.39032589015949
2020-02-19,23.32376673024377
2020-02-20,24.354482506633413
2020-02-21,23.98744055383154
2020-02-22,23.829453015902782
2020-02-23,24.46207920831807
2020-02-24,24.66046605776095
2020-02-25,24.59973311441677
2020-02-26,23.70401579929959
2020-02-27,23.95895772878475
2020-02-28,24.269545819144813
2020-02-29,24.582450544118032
2020-03-01,23.846271165991723
2020-03-02,23.984628141649836
2020-03-03,23.51631101805132
2020-03-04,23.46381996247872
2020-03-05,24.461057088350877
2020-03-06,24.726213339749314
2020-03-07,24.00581764426624
2020-03-08,24.537750622997457
2020-03-09,24.211397475055584
2020-03-10,23.703050294727465
2020-03-11,24.201775577808462
2020-03-12,24.786001897884475
2020-03-13,23.995415884454843
2020-03-14,24.79243655400588
2020-03-15,22.697469481304083
2020-03-16,24.415962899556355
2020-03-17,24.046647792821
2020-03-18,23.852176751389514
2020-03-19,24.046560967236715
2020-03-20,23.006340554717447
2020-03-21,23.890177946476957
2020-03-22,24.178903532786038
2020-03-23,24.740072005511234
2020-03-24,23.743211759129828
2020-03-25,23.599765738891172
2020-03-26,23.75524298398696
2020-03-27,24.46637419851011
2020-03-28,24.176042240702944
2020-03-29,23.750221155485452
2020-03-30,24.275609552965697
2020-03-31,24.071828049545882
2020-04-01,24.51236278985903
2020-04-02,23.682200940802836
2020-04-03,23.875018243942485
2020-04-04,23.84885004065666
2020-04-05,23.31963261945166
2020-04-06,24.206365462723834
2020-04-07,24.196175396202086
2020-04-08,24.0759719538785
2020-04-09,23.96431185217171
2020-04-10,23.38253054206195
2020-04-11,23.88892149538293
2020-04-12,23.93733021636782
2020-04-13,23.717404433814238
2020-04-14,24.048165161888996
2020-04-15,24.341504709203313
2020-04-16,25.0936466461269
2020-04-17,24.249316886726596
2020-04-18,24.302673930446336
2020-04-19,24.14893948440055
2020-04-20,23.239429860256084
2020-04-21,24.198597124861685
2020-04-22,24.255389467679223
2020-04-23,25.47069344779093
2020-04-24,24.157063578060725
2020-04-25,24.418558841213187
2020-04-26,24.265335526636335
2020-04-27,23.71361934892822
2020-04-28,24.884992922122343
2020-04-29,24.705522739737223
2020-04-30,24.741393733195615
2020-05-01,23.907847559884786
2020-05-02,25.080939023923218
2020-05-03,23.69594893415788
2020-05-04,24.707962489456268
2020-05-05,25.52774287948233
2020-05-06,23.955544346857184
2020-05-07,24.186271984363113
2020-05-08,24.5381602542944
2020-05-09,24.25581024557848
2020-05-10,23.75172394291446
2020-05-11,24.581133036067747
2020-05-12,24.035778020475647
2020-05-13,24.8240809101449
2020-05-14,24.148197852441953
2020-05-15,25.403766792328067
2020-05-16,24.258320719395208
2020-05-17,24.51031627214573
2020-05-18,25.099750851377387
2020-05-19,24.099444430734696
2020-05-20,24.850723551523906
2020-05-21,25.41290805190125
2020-05-22,23.9781576225457
2020-05-23,24.896991522911875
2020-05-24,24.957597384513598
2020-05-25,25.24174804706301
2020-05-26,24.255734240642482
2020-05-27,24.237539709648903
2020-05-28,25.18247567344304
2020-05-29,25.093905522280583
2020-05-30,25.094732241908382
2020-05-31,25.16693975535732
2020-06-01,24.678083146672208
2020-06-02,25.15874501159607
2020-06-03,25.213812587328427
2020-06-04,24.734887054685657
2020-06-05,26.049857312898098
2020-06-06,25.37890731144697
2020-06-07,24.571465981892427
2020-06-08,25.520620054513984
2020-06-09,24.730319100121473
2020-06-10,25.636602585599007
2020-06-11,25.84783455850728
2020-06-12,24.88374068265425
2020-06-13,25.801375997273134
2020-06-14,25.551737917297096
2020-06-15,25.78208288189108
2020-06-16,26.345192851123496
2020-06-17,25.299876441163683
2020-06-18,25.071499500387137
2020-06-19,25.029422750953486
2020-06-20,25.09209485751728
2020-06-21,25.487269179526702
2020-06-22,25.72220840484244
2020-06-23,25.71577490049989
2020-06-24,26.01679526472149
2020-06-25,25.63544814404512
2020-06-26,26.38141958474981
2020-06-27,25.54798365073005
2020-06-28,27.066002741464708
2020-06-29,26.044296904878927
2020-06-30,25.328360938064076
2020-07-01,25.24689381573431
2020-07-02,26.048892957424524
2020-07-03,25.721150876843325
2020-07-04,26.21500939605497
2020-07-05,26.11964875496105
2020-07-06,25.87152277997272
2020-07-07,25.50932679028671
2020-07-08,25.1999582246415
2020-07-09,25.758647016505037
2020-07-10,26.434483746552907
2020-07-11,26.13756105532966
2020-07-12,25.431717424980015
2020-07-13,26.165085572291
2020-07-14,26.29489067367338
2020-07-15,25.68386168581791
2020-07-16,26.22602594179841
2020-07-17,26.201448371833614
2020-07-18,25.623840257438964
2020-07-19,26.396994440347825
2020-07-20,26.521055588424083
2020-07-21,26.804532037365796
2020-07-22,26.812024437065777
2020-07-23,25.618173073328904
2020-07-24,25.85974044979387
2020-07-25,26.607570268041005
2020-07-26,26.628093385636806
2020-07-27,26.64961387359417
2020-07-28,28.33908105050005
2020-07-29,26.718515378007886
